code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2323,中環,214,1,213,213.0,10.0
6116,彩晶,129,7,122,131.8,10.8
,凱基A級公司債,112,0,112,156.8,14.0
,主動統一全球創新,118,9,109,217.7,19.96
,主動野村臺灣高息,179,70,109,112.4,10.31
,主動統一台股增長,217,110,107,306.8,28.6
2324,仁寶,109,15,94,272.3,28.9
,中信中國50正2,90,0,90,95.8,10.64
3033,威健,95,18,77,370.1,48.06
0050,元大台灣50,87,18,69,667.6,96.41
0056,元大高股息,69,8,61,276.4,44.94
1717,長興,204,146,58,430.0,73.89
,期元大S&P原油反1,50,0,50,59.6,11.91
2344,華邦電,156,109,47,587.0,124.52
2408,南亞科,70,29,41,1293.2,313.03
8039,台虹,53,13,40,579.5,144.37
6241,鑫永洋,40,0,40,44.0,11.0
2002,中鋼,41,1,40,72.8,18.2
,主動國泰動能高息,473,437,36,60.1,16.69
5371,中光電,35,1,34,238.4,70.59
,主動群益台灣強棒,35,2,33,76.3,22.92
2374,佳能,86,53,33,279.6,85.12
3189,景碩,47,14,33,1671.0,514.33
,主動元大AI新經濟,31,0,31,56.6,18.23
00712,復華富時不動產,28,0,28,24.8,8.85
,主動統一升級50,1940,2509,-569,-578.1,10.17
2419,仲琦,4,401,-397,-1136.1,28.62
2489,瑞軒,43,422,-379,-1520.8,40.11
4906,正文,24,347,-323,-1266.3,39.2
6244,茂迪,2,302,-300,-821.9,27.4
3714,富采,8,306,-298,-1982.6,66.52
1711,永光,23,222,-199,-1015.0,50.9
,國泰10Y+金融債,1,200,-199,-316.8,15.92
3011,今皓,0,195,-195,-242.6,12.44
6770,力積電,64,255,-191,-1242.7,65.15
00940,元大台灣價值高息,3,139,-136,-151.7,11.16
,元大美債20年,6,129,-123,-327.4,26.43
3441,聯一光,10,130,-120,-527.4,43.91
4540,全球傳動,109,221,-112,-820.3,73.34
6465,威潤,0,68,-68,-328.4,48.29
2464,盟立,0,52,-52,-662.1,126.5
1444,力麗,0,50,-50,-29.5,5.89
4155,訊映,9,58,-49,-69.5,14.18
2317,鴻海,43,90,-47,-1247.3,262.34
00919,群益台灣精選高息,50,96,-46,-122.0,26.28
3577,泓格,0,41,-41,-460.2,112.23
2066,世德,0,39,-39,-238.1,61.06
2881,富邦金,1,39,-38,-374.0,98.01
3580,友威科,2,38,-36,-372.9,101.04
,國泰20年美債,2,36,-34,-93.4,27.55
