code,name,net_shares,net_amount
00712,復華富時不動產,331,2855.0
,元大台灣50正2,264,5350.0
3481,群創,249,6190.0
0056,元大高股息,189,7149.0
,中信中國50正2,160,1614.0
,主動統一台股增長,113,2338.0
4906,正文,109,4366.0
2402,毅嘉,63,3392.0
2495,普安,61,1981.0
00878,國泰永續高股息,57,1261.0
0050,元大台灣50,48,3594.0
1312,國喬,48,634.0
2303,聯電,47,2523.0
2313,華通,45,12076.0
2514,龍邦,44,592.0
00919,群益台灣精選高息,39,881.0
3149,正達,39,1706.0
,主動兆豐台灣豐收,38,371.0
2324,仁寶,36,993.0
00927,群益半導體收益,35,846.0
1802,台玻,32,1723.0
1308,亞聚,31,605.0
6443,元晶,30,1225.0
,主動復華未來50,30,369.0
2317,鴻海,30,5811.0
2409,友達,-467,-7958.0
1314,中石化,-254,-2071.0
,期元大S&P原油反1,-108,-1762.0
,主動元大AI新經濟,-89,-1063.0
2887,台新新光金,-72,-1772.0
,期元大S&P石油,-69,-1951.0
2367,燿華,-68,-4616.0
2355,敬鵬,-56,-3133.0
1304,台聚,-53,-940.0
00938,凱基優選30,-53,-981.0
2855,統一證,-50,-1630.0
6147,頎邦,-47,-3944.0
,凱基美國非投等債,-46,-669.0
1809,中釉,-44,-1099.0
2481,強茂,-43,-4145.0
,元大台灣50反1,-43,-622.0
6213,聯茂,-42,-7290.0
2371,大同,-41,-1282.0
2027,大成鋼,-41,-1523.0
1589,永冠-KY,-37,-205.0
1905,華紙,-35,-527.0
2369,菱生,-32,-975.0
009816,凱基台灣TOP50,-30,-319.0
,國泰臺灣加權正2,-29,-1710.0
2489,瑞軒,-25,-852.0
