code,name,net_shares,net_amount
2515,中工,363,4969.0
,野村10+澳洲公債,280,4347.0
3481,群創,215,5493.0
2887,台新新光金,197,4763.0
0050,元大台灣50,146,11070.0
2367,燿華,132,10113.0
6770,力積電,113,7317.0
6207,雷科,111,6081.0
00919,群益台灣精選高息,85,1946.0
,主動兆豐台灣豐收,72,755.0
2458,義隆,65,8176.0
,群益優選非投等債,61,590.0
00900,富邦特選高股息30,50,710.0
2883,凱基金,48,960.0
3049,精金,48,643.0
2514,龍邦,48,657.0
2201,裕隆,46,1308.0
1110,東泥,43,666.0
4938,和碩,39,3168.0
,主動群益科技創新,39,526.0
2408,南亞科,37,8305.0
,期元大S&P石油,35,888.0
2312,金寶,28,647.0
9911,櫻花,27,2406.0
3376,新日興,25,5405.0
1314,中石化,-964,-8066.0
009816,凱基台灣TOP50,-159,-1715.0
2609,陽明,-132,-7156.0
2002,中鋼,-116,-2280.0
00712,復華富時不動產,-113,-970.0
00878,國泰永續高股息,-106,-2405.0
1305,華夏,-106,-1854.0
,群益ESG投等債20+,-89,-1319.0
,元大台灣50反1,-68,-953.0
00929,復華台灣科技優息,-67,-1323.0
1326,台化,-64,-2885.0
2610,華航,-51,-958.0
,元大美債20正2,-50,-354.0
8027,鈦昇,-49,-6530.0
2605,新興,-49,-2066.0
2313,華通,-38,-10157.0
4958,臻鼎-KY,-37,-8143.0
2634,漢翔,-37,-1841.0
6257,矽格,-36,-5240.0
8088,品安,-35,-1902.0
6116,彩晶,-35,-289.0
6919,康霈*,-34,-2834.0
4956,光鋐,-33,-1159.0
1304,台聚,-33,-524.0
2891,中信金,-32,-1699.0
