code,name,net_shares,net_amount
,主動復華未來50,99,1278.0
1802,台玻,91,5152.0
1815,富喬,86,9391.0
009816,凱基台灣TOP50,73,793.0
1303,南亞,62,4884.0
00919,群益台灣精選高息,49,1111.0
5443,均豪,45,4848.0
3062,建漢,42,1099.0
2337,旺宏,40,5320.0
2883,凱基金,38,751.0
6770,力積電,38,2272.0
,主動群益科技創新,37,519.0
1301,台塑,35,1649.0
6139,亞翔,30,18317.0
4967,十銓,29,7227.0
2367,燿華,26,2097.0
00712,復華富時不動產,25,215.0
3380,明泰,24,913.0
2317,鴻海,24,4799.0
6509,聚和,24,1087.0
6443,元晶,23,1222.0
0050,元大台灣50,22,1740.0
2610,華航,22,414.0
1304,台聚,21,314.0
3234,光環,21,1976.0
,元大美債20年,-723,-19666.0
,主動兆豐台灣豐收,-292,-3079.0
6147,頎邦,-109,-8392.0
2387,精元,-85,-3803.0
2313,華通,-79,-20458.0
,主動統一台股增長,-77,-1622.0
1326,台化,-75,-3441.0
2105,正新,-75,-2276.0
2002,中鋼,-70,-1391.0
00927,群益半導體收益,-70,-1725.0
7780,大研生醫*,-63,-1260.0
2344,華邦電,-54,-5439.0
2892,第一金,-54,-1549.0
009805,新光美國電力基建,-50,-764.0
1314,中石化,-48,-407.0
2324,仁寶,-48,-1523.0
2485,兆赫,-43,-3360.0
3576,聯合再生,-41,-1026.0
00878,國泰永續高股息,-41,-922.0
2385,群光,-40,-4880.0
4414,如興,-40,-484.0
0052,富邦科技,-39,-1770.0
1721,三晃,-38,-700.0
3673,TPK-KY,-37,-1720.0
2409,友達,-36,-545.0
