code,name,weight,shares,price
2027,大成不銹鋼工業,1.63,3884000,40.45
6505,台塑石化,2.79,3200000,77.7
4904,遠傳電信,2.64,2538000,104.5
2303,聯華電子,2.96,2153000,130.0
2412,中華電信,2.68,1885000,139.0
1216,統一企業,1.06,1303000,80.3
3036,文曄科技,2.49,1242000,187.0
6147,頎邦科技,2.03,1147000,173.0
2376,技嘉科技,3.7,1064000,331.0
1802,台灣玻璃工業,0.53,962000,53.3
2330,台灣積體電路製造,22.27,905000,2320.0
2344,華邦電子,1.35,851000,151.0
2891,中國信託金融控股,0.49,771000,61.5
2395,研華,3.36,580000,516.0
2408,南亞科技,1.94,470000,381.0
4958,臻鼎科技控股,2.3,443000,478.5
2327,國巨,2.98,435000,630.0
2881,富邦金融控股,0.46,363000,123.5
6442,光紅建聖,3.0,233000,1220.0
6187,萬潤科技,2.29,225000,998.0
2049,上銀科技,0.54,175000,300.0
3105,穩懋半導體,0.52,149000,339.5
3293,鈊象電子,1.07,146000,718.0
3711,日月光投資控股,0.81,125000,597.0
2368,金像電子（股）公司,0.98,98000,927.0
2345,智邦科技,2.09,92000,2090.0
3661,世芯電子,2.6,73000,3365.0
3008,大立光電,2.77,68000,3875.0
2317,鴻海精密工業,0.16,64000,234.5
8046,南亞電路板,0.78,64000,1105.0
6415,矽力杰,0.3,63000,427.5
8996,高力熱處理工業,0.59,59000,971.0
3081,聯亞光電工業,0.91,59000,1515.0
2308,台達電子工業,1.11,59000,1705.0
2360,致茂電子,1.15,56000,1835.0
8299,群聯電子,1.0,53000,1855.0
3131,弘塑科技,1.5,49000,2990.0
2383,台光電子材料,2.37,48000,4395.0
3017,奇鋐科技,1.04,44000,2135.0
2059,川湖科技,3.34,41000,7750.0
3037,欣興電子,0.34,40000,750.0
6488,環球晶圓,0.49,40000,1205.0
3653,健策精密工業,1.15,32000,3200.0
2454,聯發科技,1.12,30000,3340.0
3529,力旺電子,0.6,25000,2365.0
6669,緯穎科技服務,0.77,15000,4685.0
3665,貿聯控股（BizLink Holding In,0.27,13000,1820.0
6223,旺矽科技,0.78,13000,5875.0
7769,鴻勁精密,0.73,11000,6005.0
3189,景碩科技,0.02,2000,679.0
