code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
0050,元大台灣50,904,168,736,7593.8,103.26
6173,信昌電,635,10,625,13330.6,213.5
,主動中信台灣收益,358,0,358,341.8,9.55
,群益臺灣加權正2,444,111,333,370.2,11.11
,主動富邦複合收益,253,0,253,251.1,9.93
2301,光寶科,276,40,236,6533.8,277.19
,主動貝萊德優投等,211,0,211,206.8,9.8
6116,彩晶,441,251,190,296.9,15.6
,主動凱基台灣,196,12,184,174.9,9.5
2324,仁寶,246,69,177,685.7,38.75
2891,中信金,157,2,155,1008.6,64.94
,元大台灣50反1,231,77,154,159.9,10.32
,元大台灣50正2,197,42,155,519.5,33.7
009816,凱基台灣TOP50,207,63,144,217.6,15.09
,主動統一全球創新,199,74,125,207.5,16.58
00919,群益台灣精選高息,130,12,118,358.6,30.31
2408,南亞科,193,77,116,5614.0,483.28
2887,台新新光金,173,61,112,407.9,36.18
5314,世紀*,120,18,102,219.3,21.5
,主動富邦台灣龍耀,99,1,98,83.3,8.47
6770,力積電,240,147,93,642.5,68.55
1402,遠東新,105,17,88,245.3,27.86
6141,柏承,80,0,80,320.0,40.07
0056,元大高股息,81,4,77,400.4,51.89
,主動統一台股增長,570,499,71,219.6,30.84
2615,萬海,1175,2384,-1209,-12459.8,103.01
6182,合晶,112,884,-772,-8450.5,109.59
3702,大聯大,25,662,-637,-6675.5,104.8
2454,聯發科,16,586,-570,-219080.3,3847.81
2303,聯電,162,574,-412,-4735.5,115.12
1303,南亞,112,461,-349,-6490.5,185.79
,主動統一升級50,227,519,-292,-291.7,9.99
2609,陽明,59,333,-274,-1572.9,57.33
9907,統一實,0,202,-202,-305.0,15.1
,主動復華未來50,82,284,-202,-358.2,17.82
6199,天品,223,423,-200,-1929.7,96.48
,國泰A級醫療債,0,166,-166,-471.1,28.38
2520,冠德,0,153,-153,-556.5,36.37
8299,群聯,19,166,-147,-28729.4,1957.92
2478,大毅,60,185,-125,-1663.1,133.1
2353,宏碁,10,126,-116,-353.5,30.45
1727,中華化,70,170,-100,-907.8,90.43
00940,元大台灣價值高息,0,100,-100,-124.0,12.4
1711,永光,9,105,-96,-367.7,38.3
2308,台達電,13,94,-81,-14371.5,1765.76
2030,彰源,2,83,-81,-168.0,20.71
2605,新興,260,341,-81,-281.3,34.84
3481,群創,273,350,-77,-361.2,46.54
9924,福興,0,73,-73,-278.2,38.12
9945,潤泰新,2,70,-68,-202.4,29.76
