code,name,weight,shares,price
3037,欣興,2.32,897000,861.0
6997 JP,NIPPON CHEMI-CON CORP,1.69,888000,0.0
3711,日月光投控,1.37,850000,537.0
5803 JP,FUJIKURA LTD,1.64,400000,0.0
7826 JP,FURUYA METAL CO LTD,1.78,346400,0.0
2454,聯發科,3.67,315000,3880.0
2308,台達電,2.07,307000,2245.0
AIXA GY,AIXTRON SE,1.61,305000,0.0
268A JP,RIGAKU HOLDINGS CORP,0.53,300000,0.0
4062 JP,IBIDEN CO LTD,2.58,275000,0.0
2330,台積電,1.81,270000,2235.0
6869 HK,YANGTZE OPTICAL FIBRE AND-H,0.81,260000,0.0
6274,台燿,1.01,230000,1450.0
2383,台光電,3.16,217000,4850.0
3017,奇鋐,1.65,215000,2555.0
VIAV US,VIAVI SOLUTIONS INC,0.78,150000,0.0
GLW US,CORNING INC,2.93,150000,0.0
MRVL US,MARVELL TECHNOLOGY INC,2.38,148000,0.0
BE US,BLOOM ENERGY CORP- A,3.88,145000,0.0
FORM US,FORMFACTOR INC,1.86,130000,0.0
6787 JP,MEIKO ELECTRONICS CO LTD,2.46,130000,0.0
285A JP,KIOXIA HOLDINGS CORP,2.21,80000,0.0
5706 JP,Mitsui Mining ＆ Smelting Co,2.46,80000,0.0
ENR GY,SIEMENS ENERGY AG,1.49,75000,0.0
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),3.24,75000,0.0
5801 JP,FURUKAWA ELECTRIC CO LTD,1.88,72000,0.0
AAOI US,APPLIED OPTOELECTRONICS INC,1.22,70000,0.0
AXTI US,AXT INC,0.81,68000,0.0
6515,穎崴,2.03,67000,10090.0
MU US,MICRON TECHNOLOGY INC,4.87,65000,0.0
3110 JP,NITTO BOSEKI CO LTD,1.1,63200,0.0
2360,致茂,0.43,60000,2360.0
6223,旺矽,0.9,60000,5480.0
LITE US,LUMENTUM HOLDINGS INC,5.46,55000,0.0
CIEN US,CIENA CORP,2.85,52000,0.0
WDC US,WESTERN DIGITAL CORP,2.43,50000,0.0
009150 KS,Samsung Electro-Mechanics co(009150 ks),2.71,47000,0.0
SOI FP,S.O.I.T.E.C.,0.81,45000,0.0
COHR US,COHERENT INC,1.61,45000,0.0
GOOGL US,ALPHABET INC-CL A(Alphabet公司),1.61,44000,0.0
SNDK US,SANDISK CORP,5.54,38000,0.0
010120 KS,LS ELECTRIC CO LTD,0.58,30000,0.0
NVDA US,NVIDIA CORP(輝達公司),0.62,30000,0.0
5274,信驊,1.61,30000,18005.0
AVGO US,BROADCOM LTD,1.01,25000,0.0
TER US,TERADYNE INC,0.83,24000,0.0
NBIS US,NEBIUS GROUP NV,0.35,20000,0.0
HOT GY,HOCHTIEF AG,1.2,20000,0.0
GEV US,GE VERNOVA INC,1.92,19000,0.0
006400 KS,Samsung SDI Co Ltd,0.79,18000,0.0
7769,鴻勁,0.27,14000,6380.0
