code,name,net_shares,net_amount
009816,凱基台灣TOP50,455,4688.0
00919,群益台灣精選高息,435,9629.0
,元大台灣50正2,224,4379.0
,主動統一台股增長,174,3434.0
0050,元大台灣50,125,9119.0
00881,國泰台灣科技龍頭,119,4236.0
,主動群益科技創新,78,1000.0
2887,台新新光金,69,1675.0
3481,群創,66,1597.0
1528,恩德,58,1557.0
0056,元大高股息,53,2011.0
2002,中鋼,52,991.0
0052,富邦科技,41,1773.0
2889,國票金,40,599.0
8299,群聯,39,59125.0
,主動群益台灣強棒,35,565.0
00929,復華台灣科技優息,35,659.0
,主動野村台灣50,34,531.0
2330,台積電,30,53515.0
2049,上銀,30,7337.0
2542,興富發,29,1014.0
1309,台達化,27,760.0
2408,南亞科,27,5550.0
2317,鴻海,26,5033.0
,主動統一全球創新,24,295.0
5347,世界,-489,-55849.0
,國泰20年美債,-322,-9201.0
3211,順達,-187,-63150.0
2455,全新,-167,-42033.0
,元大AAA至A公司債,-146,-4653.0
8046,南電,-89,-49816.0
00878,國泰永續高股息,-82,-1800.0
,元大美債20年,-70,-1908.0
,群益ESG投等債0-5,-68,-704.0
3105,穩懋,-57,-21038.0
,期元大S&P石油,-55,-1530.0
4906,正文,-49,-1845.0
2308,台達電,-39,-55071.0
,元大美債20正2,-35,-250.0
,國泰10Y+金融債,-33,-531.0
4958,臻鼎-KY,-31,-6796.0
,中信中國50正2,-30,-297.0
,元大投資級公司債,-30,-1001.0
2834,臺企銀,-30,-449.0
5536,聖暉*,-29,-20386.0
6770,力積電,-27,-1451.0
5876,上海商銀,-25,-978.0
00955,中信日本商社,-24,-370.0
009800,中信NASDAQ,-20,-208.0
6026,福邦證,-19,-277.0
