code,name,net_shares,net_amount
00919,群益台灣精選高息,162,3616.0
2344,華邦電,154,15009.0
,元大台灣50正2,86,1803.0
6116,彩晶,64,535.0
1528,恩德,43,1158.0
,元大台灣50反1,32,458.0
1314,中石化,31,251.0
,富邦NASDAQ反1,30,91.0
2851,中再保,24,747.0
,主動復華未來50,17,205.0
2243,宏旭-KY,12,263.0
,富邦臺灣加權正2,11,1940.0
6958,日盛台駿,10,172.0
6770,力積電,10,595.0
2501,國建,8,181.0
6509,聚和,7,332.0
6190,萬泰科,7,400.0
3437,榮創,7,156.0
6426,統新,7,1042.0
0050,元大台灣50,7,501.0
2605,新興,6,257.0
3715,定穎投控,6,1042.0
4763,材料*-KY,5,214.0
00712,復華富時不動產,5,43.0
2027,大成鋼,5,186.0
009816,凱基台灣TOP50,-1004,-10684.0
3481,群創,-88,-2221.0
5880,合庫金,-43,-1026.0
2409,友達,-39,-612.0
,主動統一台股增長,-31,-626.0
2485,兆赫,-23,-1869.0
6127,九豪,-22,-1007.0
2515,中工,-20,-269.0
2609,陽明,-20,-1057.0
2887,台新新光金,-20,-481.0
2337,旺宏,-16,-2134.0
3062,建漢,-16,-539.0
1303,南亞,-16,-1259.0
0056,元大高股息,-16,-580.0
3231,緯創,-13,-1654.0
2489,瑞軒,-13,-446.0
2367,燿華,-13,-984.0
00922,國泰台灣領袖50,-12,-334.0
1711,永光,-12,-456.0
,期元大S&P石油,-11,-313.0
3221,台嘉碩,-11,-429.0
2369,菱生,-10,-307.0
8112,至上,-10,-773.0
5522,遠雄,-10,-721.0
,主動群益科技創新,-10,-131.0
