code,name,net_shares,net_amount
,主動統一台股增長,1593,31451.0
2883,凱基金,812,15640.0
2481,強茂,798,69130.0
1304,台聚,720,13935.0
,元大台灣50正2,710,13779.0
0056,元大高股息,598,22284.0
009816,凱基台灣TOP50,576,5928.0
0050,元大台灣50,486,35318.0
2330,台積電,317,563473.0
4707,磐亞,293,3523.0
6127,九豪,261,11622.0
1308,亞聚,252,4854.0
,群益0-1年美債,249,10330.0
1718,中纖,244,1891.0
2882,國泰金,244,17161.0
00919,群益台灣精選高息,238,5248.0
2382,廣達,217,60895.0
2395,研華,217,69574.0
1906,寶隆,170,2366.0
2409,友達,160,2325.0
00878,國泰永續高股息,139,3034.0
4749,新應材,136,111515.0
,主動統一全球創新,124,1498.0
2887,台新新光金,113,2639.0
1310,台苯,89,1052.0
3062,建漢,-1482,-44633.0
,國泰20年美債,-947,-26982.0
6147,頎邦,-842,-59442.0
1785,光洋科,-808,-72555.0
3545,敦泰,-574,-27199.0
1303,南亞,-457,-34536.0
1326,台化,-435,-19513.0
2408,南亞科,-424,-86040.0
1905,華紙,-389,-7100.0
4960,誠美材,-375,-9093.0
8021,尖點,-297,-77207.0
6443,元晶,-281,-11761.0
2454,聯發科,-233,-348681.0
3481,群創,-227,-5324.0
2105,正新,-185,-5726.0
2449,京元電子,-179,-46931.0
3685,元創精密,-167,-4771.0
2313,華通,-147,-36155.0
,群益ESG投等債20+,-142,-2112.0
8358,金居,-140,-34754.0
3563,牧德,-139,-115634.0
6282,康舒,-115,-5242.0
6456,GIS-KY,-101,-5430.0
8028,昇陽半導體,-93,-16687.0
2329,華泰,-89,-4465.0
