code,name,net_shares,net_amount
1312,國喬,84,1153.0
8261,富鼎,30,3157.0
1314,中石化,14,116.0
2489,瑞軒,11,366.0
3231,緯創,11,1411.0
4931,新盛力,11,1690.0
1710,東聯,11,156.0
,期街口布蘭特正2,10,496.0
1528,恩德,10,227.0
009815,大華美國MAG7+,10,94.0
,元大美債20年,10,272.0
2387,精元,10,445.0
2344,華邦電,9,983.0
3709,鑫聯大投控,9,624.0
6168,宏齊,9,232.0
1785,光洋科,9,829.0
5452,佶優,8,284.0
6925,意藍,8,610.0
1802,台玻,7,407.0
6116,彩晶,7,58.0
8027,鈦昇,6,726.0
4123,晟德,6,252.0
8289,泰藝,5,198.0
9914,美利達,5,330.0
2365,昆盈,5,168.0
2601,益航,-100,-598.0
0056,元大高股息,-52,-2002.0
00929,復華台灣科技優息,-48,-942.0
2458,義隆,-35,-4660.0
009816,凱基台灣TOP50,-32,-348.0
5876,上海商銀,-30,-1185.0
5284,jpp-KY,-24,-6944.0
2374,佳能,-24,-1731.0
1815,富喬,-23,-2433.0
6548,長科*,-20,-978.0
0050,元大台灣50,-19,-1490.0
2313,華通,-19,-4397.0
1809,中釉,-15,-422.0
3481,群創,-13,-329.0
00919,群益台灣精選高息,-13,-296.0
2308,台達電,-12,-18541.0
2408,南亞科,-11,-2702.0
,主動統一台股增長,-11,-231.0
00905,FT臺灣Smart,-10,-204.0
6239,力成,-10,-2039.0
9105,泰金寶-DR,-10,-56.0
2883,凱基金,-10,-204.0
5213,亞昕,-10,-272.0
6706,惠特,-10,-1310.0
,主動統一全球創新,-9,-128.0
