code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動野村臺灣高息,659,213,446,455.0,10.2
,主動國泰動能高息,408,40,368,499.2,13.57
,主動群益台灣強棒,305,5,300,665.1,22.14
,主動統一台股增長,190,13,177,524.0,29.46
009816,凱基台灣TOP50,161,6,155,212.7,13.65
,元大美債1-3,100,0,100,309.8,30.98
4556,旭然,80,0,80,314.8,39.35
2409,友達,135,60,75,133.5,17.64
1717,長興,86,16,70,555.8,79.16
3006,晶豪科,74,9,65,1172.0,182.55
00887,永豐中國科技50大,60,0,60,89.3,14.88
2491,吉祥全,89,30,59,102.1,17.3
2801,彰銀,51,0,51,106.3,20.85
2493,揚博,50,0,50,680.0,136.0
1504,東元,62,13,49,342.6,69.14
5011,久陽,51,6,45,69.4,15.42
2377,微星,47,4,43,411.1,95.6
4960,誠美材,44,2,42,180.9,42.97
,主動第一金台股優,40,0,40,70.4,17.61
2369,菱生,42,7,35,116.2,33.21
,元大AAA至A公司債,34,0,34,107.0,31.48
1304,台聚,32,1,31,42.4,13.7
6108,競國,30,0,30,58.4,19.48
2349,錸德,31,4,27,34.1,12.63
5880,合庫金,41,15,26,60.6,22.88
,平衡凱基雙核收息,0,380,-380,-446.2,11.74
3481,群創,188,369,-181,-483.1,26.7
2317,鴻海,13,176,-163,-3815.7,233.08
,主動安聯台灣高息,221,359,-138,-199.2,14.43
,主動台新優勢成長,8,130,-122,-211.0,17.29
,國泰臺灣加權反1,0,120,-120,-22.3,1.86
2883,凱基金,11,125,-114,-248.3,21.75
00888,永豐台灣ESG,3,116,-113,-314.3,27.81
2408,南亞科,59,171,-112,-2786.0,247.54
4561,健椿,4,100,-96,-422.9,44.05
2489,瑞軒,59,149,-90,-409.1,45.29
3567,逸昌,0,80,-80,-251.0,31.38
2303,聯電,25,94,-69,-574.7,83.26
1303,南亞,35,99,-64,-594.1,93.09
00929,復華台灣科技優息,0,60,-60,-141.6,23.47
2337,旺宏,91,150,-59,-946.3,162.28
1815,富喬,14,71,-57,-644.6,112.8
4552,力達-KY,0,55,-55,-109.4,19.92
1802,台玻,26,79,-53,-373.4,70.54
6412,群電,4,52,-48,-429.0,89.75
00923,群益台ESG低碳50,0,47,-47,-173.8,36.97
6209,今國光,0,47,-47,-315.4,67.11
6182,合晶,18,62,-44,-216.2,48.85
2887,台新新光金,0,37,-37,-88.7,23.68
00919,群益台灣精選高息,61,98,-37,-90.3,24.11
