code,name,net_shares,net_amount
2419,仲琦,230,7970.0
3576,聯合再生,184,4252.0
3481,群創,150,3729.0
2409,友達,146,2109.0
1723,中碳,94,7594.0
,主動兆豐台灣豐收,82,823.0
8289,泰藝,66,2597.0
1102,亞泥,63,2169.0
00927,群益半導體收益,61,1481.0
3049,精金,59,746.0
1314,中石化,58,471.0
3013,晟銘電,36,3807.0
009816,凱基台灣TOP50,34,366.0
4906,正文,32,1141.0
9914,美利達,31,2058.0
2801,彰銀,28,576.0
,主動群益科技創新,27,408.0
4967,十銓,27,5837.0
2408,南亞科,26,5810.0
3231,緯創,26,3299.0
00918,大華優利高填息30,25,553.0
2324,仁寶,24,719.0
,主動統一台股增長,21,437.0
1727,中華化,21,1064.0
5244,弘凱,20,771.0
,期街口布蘭特正2,-692,-38057.0
1708,東鹼,-100,-4208.0
6116,彩晶,-49,-404.0
6277,宏正,-45,-3076.0
,元大台灣50反1,-41,-595.0
2481,強茂,-41,-3893.0
9103,美德醫療-DR,-40,-203.0
1785,光洋科,-38,-3541.0
4919,新唐,-37,-3655.0
,主動安聯台灣,-32,-336.0
1304,台聚,-31,-525.0
6213,聯茂,-27,-4185.0
1582,信錦,-25,-2450.0
6285,啟碁,-20,-3769.0
00898,國泰基因免疫革命,-20,-161.0
00946,群益科技高息成長,-20,-204.0
2369,菱生,-16,-484.0
7795,長廣,-16,-5815.0
1310,台苯,-14,-158.0
6127,九豪,-14,-549.0
2485,兆赫,-12,-962.0
1460,宏遠,-12,-86.0
1309,台達化,-11,-247.0
2105,正新,-11,-337.0
4714,永捷,-10,-143.0
