code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,群益臺灣加權正2,2374,10,2364,3034.7,12.83
,主動富邦台灣龍耀,458,15,443,390.4,8.8
2409,友達,553,214,339,1006.7,29.63
,主動復華未來50,339,1,338,659.8,19.51
3481,群創,541,230,311,2060.7,66.15
,主動統一升級50,291,33,258,274.4,10.64
2002,中鋼,203,0,203,380.0,18.65
009805,新光美國電力基建,200,0,200,338.6,16.93
,主動凱基台灣,197,10,187,180.6,9.64
009816,凱基台灣TOP50,140,35,105,163.9,15.5
,主動群益台灣強棒,88,7,81,197.5,24.15
,主動統一台股增長,94,23,71,214.2,30.04
00961,FT臺灣永續高息,63,0,63,80.7,12.81
,主動群益科技創新,63,2,61,109.3,17.95
3707,漢磊,103,43,60,497.6,82.15
1101,台泥,59,0,59,138.8,23.4
,主動國泰動能高息,54,0,54,79.2,14.61
5328,華容,82,30,52,398.2,76.58
,群益ESG投等債20+,50,0,50,75.5,15.1
6617,共信-KY,50,0,50,557.5,111.5
3360,尚立,48,0,48,93.1,19.39
2812,台中銀,50,6,44,89.7,20.77
,主動元大AI新經濟,43,0,43,80.5,18.64
6770,力積電,179,138,41,287.2,68.6
3576,聯合再生,41,2,39,64.0,16.19
,群益優選非投等債,0,290,-290,-281.6,9.71
,元大台灣50反1,50,275,-225,-226.2,10.05
1308,亞聚,0,130,-130,-194.4,14.95
3322,建舜電,0,65,-65,-92.2,14.18
2883,凱基金,12,75,-63,-190.4,30.12
1304,台聚,7,70,-63,-88.9,14.11
1710,東聯,0,52,-52,-89.7,17.25
,富邦臺灣加權反1,0,50,-50,-28.1,5.61
00952,凱基台灣AI50,3,50,-47,-89.5,19.04
2884,玉山金,0,41,-41,-143.4,34.56
1314,中石化,115,156,-41,-39.6,9.7
,主動群益美國增長,12,50,-38,-48.0,12.63
8383,千附,1,35,-34,-212.1,62.35
1909,榮成,0,32,-32,-34.2,10.7
2441,超豐,8,38,-30,-418.7,136.7
5498,凱崴,8,37,-29,-179.1,61.77
8936,國統,6,31,-25,-140.8,56.33
3059,華晶科,2,27,-25,-119.9,47.97
1815,富喬,7,32,-25,-242.8,97.17
,凱基美國非投等債,0,25,-25,-36.5,14.66
2885,元大金,0,23,-23,-164.9,70.9
2618,長榮航,6,27,-21,-89.4,42.4
9136,巨騰-DR,0,21,-21,-27.3,12.98
4746,台耀,0,20,-20,-111.4,55.7
1466,聚隆,10,30,-20,-40.0,19.98
