code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動中信台灣收益,1021,14,1007,995.2,9.88
00918,大華優利高填息30,332,10,322,1131.0,35.1
,期元大S&P原油反1,202,0,202,241.6,11.96
9105,泰金寶-DR,204,30,174,154.0,8.85
00919,群益台灣精選高息,169,44,125,404.7,32.31
,群益優選非投等債,110,10,100,96.3,9.63
6770,力積電,116,23,93,669.3,71.75
2409,友達,646,555,91,244.6,26.9
2302,麗正,83,0,83,371.8,44.8
,主動野村臺灣高息,90,30,60,69.6,11.6
2408,南亞科,63,19,44,2363.9,529.12
00712,復華富時不動產,42,0,42,36.5,8.68
3481,群創,156,114,42,210.5,50.35
2344,華邦電,65,26,39,698.7,178.37
8112,至上,34,0,34,308.8,90.81
1303,南亞,51,18,33,803.8,241.61
00961,FT臺灣永續高息,31,0,31,41.1,13.26
,群益ESG投等債20+,30,0,30,43.5,14.25
,國泰臺灣加權反1,50,20,30,4.8,1.6
,富邦臺灣加權反1,29,0,29,15.7,5.41
2324,仁寶,26,0,26,104.2,40.01
5443,均豪,24,1,23,273.2,118.78
3162,精確,22,0,22,160.0,72.73
2481,強茂,28,6,22,341.7,156.05
6016,康和證,21,1,20,42.9,21.44
,群益臺灣加權正2,271,1582,-1311,-1603.1,12.23
,主動統一升級50,0,405,-405,-423.3,10.45
,主動凱基台灣,0,207,-207,-206.9,10.0
,主動統一台股增長,9,168,-159,-481.7,30.25
,元大台灣50正2,219,356,-137,-496.4,36.05
1326,台化,11,136,-125,-927.9,74.29
0050,元大台灣50,7,121,-114,-1225.1,107.58
,元大台灣50反1,40,146,-106,-103.9,9.8
00946,群益科技高息成長,0,74,-74,-116.3,15.72
2312,金寶,0,70,-70,-227.9,32.55
2882,國泰金,2,68,-66,-723.0,109.55
,主動富邦台灣龍耀,4,66,-62,-55.0,8.85
2449,京元電子,11,67,-56,-1560.7,275.7
1815,富喬,64,119,-55,-716.3,129.05
2892,第一金,0,48,-48,-170.4,35.5
,主動群益科技創新,2,43,-41,-77.4,18.87
,主動群益台灣強棒,0,40,-40,-92.9,23.23
3141,晶宏,0,40,-40,-359.7,89.92
4903,聯光通,0,35,-35,-128.3,36.64
,主動復華未來50,0,28,-28,-51.1,18.24
2303,聯電,129,154,-25,-346.3,135.63
,主動國泰動能高息,0,24,-24,-37.0,15.34
1301,台塑,9,33,-24,-163.6,68.15
4958,臻鼎-KY,17,40,-23,-1265.2,545.64
3673,TPK-KY,20,43,-23,-156.6,68.07
