code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,群益ESG投等債20+,400,21,379,556.0,14.67
3481,群創,427,144,283,1228.0,43.28
,主動復華未來50,272,31,241,445.1,18.48
3236,千如,201,0,201,1063.4,53.0
,主動統一升級50,465,268,197,200.1,10.15
6770,力積電,250,135,115,702.9,61.27
00929,復華台灣科技優息,110,2,108,290.1,26.86
2610,華航,103,3,100,185.5,18.55
2303,聯電,193,107,86,996.9,115.5
1605,華新,104,18,86,306.1,35.57
2834,臺企銀,71,0,71,114.9,16.04
,元大台灣50反1,70,4,66,73.8,11.19
9934,成霖,55,0,55,53.4,9.72
3021,鴻名,88,40,48,90.1,18.77
2801,彰銀,43,0,43,87.4,20.32
6509,聚和,52,22,30,150.4,50.12
,永豐20年美公債,30,0,30,68.4,22.8
2890,永豐金,29,0,29,87.4,29.38
2363,矽統,54,27,27,179.3,66.42
,主動群益科技創新,62,35,27,48.7,18.03
00955,中信日本商社,26,0,26,40.6,15.63
1809,中釉,33,8,25,100.0,40.01
8227,巨有科技,25,1,24,538.2,224.25
3162,精確,23,0,23,206.3,89.71
1314,中石化,23,0,23,16.4,7.14
2324,仁寶,114,372,-258,-796.4,30.88
6116,彩晶,1,256,-255,-301.6,11.83
2409,友達,78,283,-205,-450.5,21.93
5009,榮剛,2,200,-198,-703.7,35.54
2377,微星,15,146,-131,-1569.2,119.58
,主動統一全球創新,13,136,-123,-247.5,20.19
,元大台灣50正2,38,151,-113,-367.2,32.4
4555,氣立,0,101,-101,-476.6,47.1
2312,金寶,13,114,-101,-332.4,32.91
2344,華邦電,14,114,-100,-1226.0,122.17
1717,長興,10,96,-86,-709.8,82.05
9105,泰金寶-DR,32,110,-78,-52.6,6.74
,主動國泰動能高息,197,274,-77,-107.0,13.9
00891,中信關鍵半導體,2,76,-74,-247.8,33.48
2609,陽明,11,73,-62,-332.4,53.08
6120,達運,0,60,-60,-88.2,14.7
2313,華通,20,74,-54,-1497.9,273.64
2390,云辰,0,53,-53,-56.2,10.5
00900,富邦特選高股息30,0,46,-46,-79.8,17.34
2374,佳能,0,44,-44,-360.6,81.96
2353,宏碁,27,68,-41,-120.8,29.43
2329,華泰,19,55,-36,-196.8,54.67
2457,飛宏,15,50,-35,-90.2,25.78
1802,台玻,26,61,-35,-242.7,69.7
2491,吉祥全,6,39,-33,-73.1,22.15
