code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
6016,康和證,108,6,102,293.7,28.79
3006,晶豪科,100,3,97,2112.1,218.57
,主動統一台股增長,182,85,97,298.9,31.0
3550,聯穎,86,4,82,240.4,29.31
,國泰臺灣加權反1,80,1,79,13.3,1.69
,群益優選非投等債,69,0,69,66.2,9.6
,元大台灣50正2,162,104,58,204.9,35.15
5351,鈺創,67,9,58,522.1,90.01
,主動元大AI新經濟,50,0,50,96.7,19.34
3260,威剛,41,0,41,1690.0,412.86
2511,太子,40,0,40,32.8,8.2
1101,台泥,41,1,40,99.1,24.78
2731,雄獅,38,0,38,579.5,152.5
009816,凱基台灣TOP50,53,18,35,52.2,14.91
6153,嘉聯益,45,13,32,72.5,22.65
0050,元大台灣50,50,18,32,322.9,102.87
5288,豐祥-KY,30,0,30,579.0,193.0
2317,鴻海,35,7,28,760.2,266.22
3231,緯創,27,1,26,408.6,156.98
2887,台新新光金,25,1,24,72.5,30.19
00919,群益台灣精選高息,28,5,23,71.3,30.59
2801,彰銀,26,3,23,51.7,22.5
4967,十銓,25,3,22,627.8,285.36
2330,台積電,24,3,21,4894.4,2296.22
6919,康霈*,21,0,21,194.6,92.64
2367,燿華,17,286,-269,-1742.4,64.91
2303,聯電,99,271,-172,-2364.8,137.02
,主動統一升級50,44,134,-90,-92.6,10.29
,主動中信非投等債,0,70,-70,-72.6,10.37
3481,群創,23,93,-70,-351.6,50.75
2892,第一金,0,66,-66,-204.2,30.94
,主動中信台灣收益,0,66,-66,-65.5,9.92
2867,三商壽,0,65,-65,-54.1,8.33
3264,欣銓,0,64,-64,-1475.2,230.23
,元大美債20正2,0,50,-50,-34.7,6.95
8155,博智,0,50,-50,-1773.2,354.63
2610,華航,0,48,-48,-99.0,20.45
2884,玉山金,0,38,-38,-131.0,34.31
2408,南亞科,13,47,-34,-1257.0,374.21
009805,新光美國電力基建,0,30,-30,-47.8,15.94
3576,聯合再生,3,31,-28,-56.4,19.72
2834,臺企銀,4,33,-29,-49.3,17.23
,富邦臺灣加權反1,10,32,-22,-12.7,5.79
5222,全訊,0,21,-21,-239.0,113.79
4919,新唐,42,63,-21,-369.6,176.86
2476,鉅祥,0,20,-20,-246.0,123.0
1314,中石化,6,25,-19,-15.1,7.92
2344,華邦電,55,73,-18,-311.0,174.7
00918,大華優利高填息30,8,25,-17,-50.2,31.15
1512,瑞利,0,16,-16,-11.1,6.91
