code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動國泰動能高息,764,0,764,975.8,12.77
3011,今皓,346,99,247,348.6,14.11
2409,友達,147,7,140,242.7,17.34
2610,華航,105,0,105,188.0,17.9
4540,全球傳動,102,4,98,596.5,60.86
3380,明泰,80,0,80,278.0,34.75
,元大台灣50正2,89,27,62,184.2,29.44
2344,華邦電,143,88,55,515.9,93.79
,群益優選非投等債,54,0,54,53.0,9.65
2312,金寶,152,102,50,143.1,28.68
1711,永光,50,2,48,257.4,54.19
009816,凱基台灣TOP50,106,71,35,46.3,13.2
,主動復華未來50,37,5,32,54.7,16.65
6770,力積電,63,30,33,176.9,55.0
5009,榮剛,33,1,32,99.5,31.08
1815,富喬,46,17,29,321.7,108.7
4164,承業醫,30,2,28,82.1,29.5
00887,永豐中國科技50大,27,0,27,39.0,14.46
2324,仁寶,42,16,26,79.3,29.85
5263,智崴,24,0,24,219.7,91.53
0050,元大台灣50,47,24,23,212.6,92.17
6153,嘉聯益,23,0,23,41.8,18.19
,凱基A級公司債,22,0,22,32.0,14.13
5243,乙盛-KY,29,7,22,221.5,99.17
2408,南亞科,107,85,22,517.8,234.59
2103,台橡,23,212,-189,-385.0,20.37
00946,群益科技高息成長,0,120,-120,-139.0,11.58
0056,元大高股息,7,126,-119,-489.8,41.08
6265,方土昶,4,107,-103,-407.4,39.56
,主動群益美國增長,3,104,-101,-112.7,11.16
2027,大成鋼,8,95,-87,-330.2,38.04
2337,旺宏,128,209,-81,-1317.1,162.03
6155,鈞寶,0,80,-80,-379.6,47.45
3481,群創,198,271,-73,-179.0,24.56
,元大AAA至A公司債,0,50,-50,-158.5,31.7
00940,元大台灣價值高息,0,50,-50,-51.6,10.32
1802,台玻,75,120,-45,-324.2,72.0
8103,瀚荃,2,42,-40,-495.4,123.84
8110,華東,5,44,-39,-184.0,47.17
2883,凱基金,44,77,-33,-70.8,21.25
2327,國巨*,20,53,-33,-1049.5,320.12
,國泰20年美債,2,34,-32,-89.4,27.94
,主動中信ARK創新,0,32,-32,-36.7,11.46
,元大美債20年,2,34,-32,-85.8,26.89
2614,東森,0,31,-31,-61.9,19.96
2317,鴻海,33,63,-30,-712.0,234.24
00939,統一台灣高息動能,0,30,-30,-50.0,16.66
00900,富邦特選高股息30,1,29,-28,-42.9,15.31
5381,光譜,0,27,-27,-61.2,22.65
00919,群益台灣精選高息,47,73,-26,-61.3,23.74
