code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
6907,雅特力-KY,794,0,794,13418.6,169.0
,元大台灣50正2,319,176,143,523.6,36.65
2303,聯電,255,115,140,1836.3,130.93
3481,群創,114,7,107,556.0,51.54
2344,華邦電,147,52,95,1546.4,163.04
2352,佳世達,75,0,75,244.1,32.54
2371,大同,101,30,71,221.3,31.17
2317,鴻海,133,65,68,1932.1,286.91
,主動統一升級50,228,162,66,68.2,10.25
,主動統一台股增長,74,13,61,187.1,30.46
0050,元大台灣50,64,5,59,612.9,104.21
1504,東元,63,11,52,410.4,78.88
6239,力成,57,6,51,1741.8,338.87
,主動元大AI新經濟,55,5,50,100.1,19.99
1722,台肥,50,0,50,239.8,47.96
6282,康舒,49,3,46,301.2,64.47
1718,中纖,68,23,45,42.9,9.55
2356,英業達,91,47,44,343.7,76.78
,主動統一全球創新,48,7,41,88.3,21.35
3231,緯創,66,28,38,654.0,169.97
5531,鄉林,36,0,36,29.4,8.16
009816,凱基台灣TOP50,129,94,35,52.2,14.9
8473,山林水,30,0,30,164.8,54.95
3550,聯穎,37,8,29,69.3,23.89
2891,中信金,31,3,28,190.1,66.69
1303,南亞,121,1480,-1359,-14184.9,104.32
8046,南電,4,219,-215,-18354.8,855.91
,主動野村臺灣高息,14,200,-186,-204.4,11.0
8936,國統,6,191,-185,-1161.5,62.71
6770,力積電,36,213,-177,-1307.3,74.07
2409,友達,150,260,-110,-293.8,26.69
2002,中鋼,1,111,-110,-212.3,19.3
2885,元大金,0,84,-84,-537.5,63.99
2801,彰銀,20,103,-83,-178.8,21.51
6593,台灣銘板,0,72,-72,-255.4,35.47
2883,凱基金,25,83,-58,-161.6,27.82
2324,仁寶,60,118,-58,-230.0,39.64
,元大台灣50反1,6,58,-52,-54.0,10.41
,大華投等美債15Y+,0,50,-50,-46.9,9.38
1312,國喬,33,82,-49,-69.0,14.07
3207,耀勝,0,41,-41,-285.0,69.52
,主動復華未來50,126,163,-37,-70.1,19.03
2884,玉山金,0,36,-36,-120.0,33.34
3049,精金,5,39,-34,-53.8,15.88
0052,富邦科技,10,41,-31,-193.4,61.27
,元大美債20年,0,31,-31,-82.3,26.56
8011,台通,0,30,-30,-56.6,18.87
3703,欣陸,0,30,-30,-65.0,21.65
2892,第一金,1,26,-25,-71.8,29.32
2486,一詮,0,23,-23,-633.1,275.26
