code,name,net_shares,net_amount
3481,群創,67,1770.0
2324,仁寶,57,1810.0
2458,義隆,36,4539.0
2883,凱基金,33,661.0
4714,永捷,30,436.0
1337,再生-KY,30,191.0
2367,燿華,30,2419.0
2609,陽明,22,1164.0
5347,世界,20,2489.0
00922,國泰台灣領袖50,19,557.0
8422,可寧衛*,19,571.0
00929,復華台灣科技優息,18,351.0
1708,東鹼,18,771.0
00882,中信中國高股息,16,250.0
2887,台新新光金,16,390.0
00919,群益台灣精選高息,15,351.0
6770,力積電,15,966.0
1815,富喬,15,1601.0
9910,豐泰,14,1131.0
1326,台化,14,611.0
0050,元大台灣50,14,1014.0
6925,意藍,13,1035.0
2408,南亞科,12,2892.0
6271,同欣電,12,1836.0
3580,友威科,11,851.0
1312,國喬,-102,-1437.0
8261,富鼎,-31,-3287.0
2313,華通,-30,-7421.0
,主動復華未來50,-29,-383.0
2002,中鋼,-27,-533.0
,主動統一台股增長,-24,-503.0
3049,精金,-23,-305.0
2374,佳能,-21,-1491.0
1301,台塑,-21,-1010.0
,期元大S&P石油,-20,-494.0
,主動群益台灣強棒,-20,-340.0
2409,友達,-20,-305.0
2340,台亞,-16,-447.0
6168,宏齊,-16,-427.0
3028,增你強,-15,-825.0
8021,尖點,-15,-3949.0
2022,聚亨,-15,-140.0
2489,瑞軒,-13,-418.0
1314,中石化,-13,-109.0
1909,榮成,-10,-104.0
1710,東聯,-10,-145.0
00713,元大台灣高息低波,-10,-518.0
,元大美債20年,-10,-272.0
2208,台船,-10,-223.0
6547,高端疫苗,-9,-472.0
