code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
1309,台達化,2965,3,2962,4946.6,16.7
7402,邑錡,843,1,842,11657.0,138.49
1815,富喬,129,0,129,1292.4,100.22
8936,國統,99,0,99,568.0,57.35
3481,群創,173,81,92,611.2,66.27
,主動統一全球創新,89,0,89,190.9,21.26
2515,中工,100,27,73,100.7,13.82
2449,京元電子,71,10,61,2029.6,332.31
1460,宏遠,60,0,60,50.3,8.39
,群益優選非投等債,51,0,51,49.7,9.74
,元大台灣50正2,52,12,40,149.6,37.04
4919,新唐,38,5,33,600.3,181.34
6156,松上,33,0,33,97.9,29.67
3707,漢磊,42,10,32,286.1,89.4
00927,群益半導體收益,41,10,31,131.4,42.26
009821,野村稀土關鍵資源,30,0,30,43.2,14.4
3711,日月光投控,40,12,28,1897.1,674.51
6158,禾昌,30,2,28,54.4,19.42
2104,國際中橡,23,0,23,25.8,11.23
0050,元大台灣50,44,22,22,245.6,107.06
,主動元大AI新經濟,23,1,22,42.8,19.46
6188,廣明,22,1,21,165.5,79.57
2317,鴻海,27,7,20,489.7,238.42
00888,永豐台灣ESG,20,0,20,75.1,37.56
,主動復華未來50,26,6,20,40.5,20.24
2302,麗正,274,1363,-1089,-6003.0,55.12
8150,南茂,3,302,-299,-3154.6,105.51
1314,中石化,17,276,-259,-251.0,9.68
,元大台灣50反1,72,223,-151,-151.5,10.03
2885,元大金,0,120,-120,-797.9,66.5
2101,南港,0,100,-100,-335.5,33.55
3033,威健,2,91,-89,-450.0,50.53
2801,彰銀,50,132,-82,-194.0,23.65
1312,國喬,10,88,-78,-118.2,15.18
2883,凱基金,0,62,-62,-177.7,28.25
3702,大聯大,3,63,-60,-666.9,109.76
,主動中信台灣收益,0,50,-50,-52.3,10.45
2233,宇隆,0,48,-48,-1284.0,267.49
1409,新纖,3,46,-43,-133.1,30.95
2603,長榮,4,46,-42,-817.5,190.94
,主動統一台股增長,14,57,-43,-135.9,31.91
2323,中環,0,40,-40,-47.6,11.9
009816,凱基台灣TOP50,29,67,-38,-60.3,15.87
3026,禾伸堂,1,35,-34,-3230.4,940.11
00712,復華富時不動產,1,34,-33,-29.0,8.79
2890,永豐金,1,34,-33,-131.7,39.89
2344,華邦電,119,152,-33,-612.9,189.07
2887,台新新光金,0,29,-29,-101.0,34.24
8043,蜜望實,13,42,-29,-588.7,203.04
,群益ESG投等債20+,0,26,-26,-39.2,15.06
