code,name,weight,shares,price
GLEN LN,嘉能可公司,1.39,40000,0.0
2330,台積電,8.25,22000,2510.0
8306 JT,三菱UFJ金融集團公司,1.17,12000,0.0
IFX GY,英飛凌科技股份有限公司,3.72,8000,0.0
6506 JT,安川電機公司,1.56,7000,0.0
NVDA US,輝達,6.11,6200,0.0
GOOGL US,Alphabet 公司,7.34,4445,0.0
6981 JT,村田製作所有限公司,1.5,4200,0.0
AVGO US,博通公司,6.67,3600,0.0
4062 JT,Ibiden Co Ltd,2.7,3500,0.0
AMZN US,AMAZON. COM INC,3.08,2800,0.0
WMT UN,沃爾瑪公司,1.33,2400,0.0
ENR GY,Siemens Energy AG,2.01,2200,0.0
LRCX US,科林研發股份有限公司,3.91,2021,0.0
HWM US,Howmet航太公司,2.25,1700,0.0
MU US,美光科技公司,8.58,1500,0.0
COHR US,連貫公司,2.61,1300,0.0
NET US,Cloudflare公司,1.24,1200,0.0
MSFT US,Microsoft Corp,1.73,1000,0.0
ETN US,伊頓公開有限公司,2.06,1000,0.0
SU FP,施奈德電機公司,1.5,950,0.0
CRWD US,Crowdstrike控股公司,2.99,938,0.0
AMD US,超微半導體公司,2.21,850,0.0
LITE US,魯門特姆控股公司,3.59,850,0.0
SNOW US,Snowflake公司,0.86,800,0.0
MRVL US,Marvell Technology Inc,1.16,800,0.0
GEV US,奇異維諾瓦公司,3.46,650,0.0
TSLA US,特斯拉公司,1.05,550,0.0
GS US,高盛集團,2.87,550,0.0
CAT US,Caterpillar Inc,2.41,500,0.0
LLY US,禮來公司,1.82,350,0.0
SNDK US,晟碟公司（德拉瓦州）,2.36,220,0.0
