code,name,net_shares,net_amount
,主動統一台股增長,308,6446.0
3481,群創,215,5739.0
2388,威盛,185,10244.0
00919,群益台灣精選高息,178,4095.0
3708,上緯投控,154,18628.0
00712,復華富時不動產,141,1227.0
1402,遠東新,138,3653.0
2368,金像電,110,110842.0
009815,大華美國MAG7+,104,984.0
1326,台化,101,4647.0
2408,南亞科,86,18303.0
1312,國喬,83,1234.0
009813,貝萊德標普卓越50,77,771.0
8070,長華*,76,3274.0
,主動復華未來50,75,993.0
4949,有成精密,71,4801.0
009816,凱基台灣TOP50,67,724.0
7723,築間,66,2243.0
8932,智通*,64,5142.0
2501,國建,61,1461.0
1815,富喬,57,6187.0
,主動群益台灣強棒,51,846.0
0056,元大高股息,50,1947.0
3645,達邁,49,3950.0
,期街口布蘭特正2,46,2588.0
2489,瑞軒,-1271,-41147.0
1304,台聚,-831,-12646.0
4967,十銓,-368,-93968.0
1809,中釉,-323,-11584.0
1314,中石化,-182,-1563.0
3066,李洲,-136,-3232.0
,元大滬深300正2,-129,-2588.0
2353,宏碁,-128,-3595.0
1725,元禎,-115,-4185.0
3686,達能,-103,-1984.0
8059,凱碩,-103,-2227.0
,元大美債1-3,-102,-3206.0
6770,力積電,-88,-6690.0
6443,元晶,-77,-3681.0
,第一金優選非投債,-70,-647.0
2485,兆赫,-65,-4927.0
6142,友勁,-63,-649.0
1308,亞聚,-62,-1048.0
6282,康舒,-59,-3025.0
6202,盛群,-49,-2785.0
2317,鴻海,-47,-9413.0
2892,第一金,-46,-1310.0
2105,正新,-44,-1312.0
,群益ESG投等債20+,-43,-641.0
9931,欣高,-38,-1505.0
