code,name,net_shares,net_amount
2344,華邦電,462,52343.0
3481,群創,212,5630.0
,主動群益科技創新,190,2615.0
3211,順達,175,56936.0
1305,華夏,156,2632.0
2353,宏碁,153,4308.0
,復華香港正2,137,2331.0
9136,巨騰-DR,100,1077.0
2408,南亞科,98,23962.0
,期元大S&P黃金,97,4843.0
1802,台玻,83,4932.0
3709,鑫聯大投控,82,5803.0
6182,合晶,73,2792.0
8404,百和興業-KY,70,1355.0
00918,大華優利高填息30,68,1549.0
2409,友達,67,1042.0
3033,威健,62,2280.0
1301,台塑,56,2703.0
00919,群益台灣精選高息,50,1155.0
8110,華東,50,3021.0
8438,昶昕,50,3179.0
6861,睿生光電,48,7677.0
4927,泰鼎-KY,44,2022.0
1710,東聯,41,659.0
1101,台泥,38,901.0
3717,聯嘉投控,-380,-7522.0
,群益ESG投等債20+,-160,-2386.0
2014,中鴻,-126,-2480.0
00878,國泰永續高股息,-121,-2719.0
2426,鼎元,-94,-3338.0
8059,凱碩,-69,-1468.0
2883,凱基金,-57,-1152.0
6415,矽力*-KY,-51,-14783.0
2607,榮運,-50,-2614.0
2855,統一證,-44,-1446.0
8422,可寧衛*,-44,-1297.0
,第一金優選非投債,-39,-361.0
,主動群益台灣強棒,-37,-624.0
2515,中工,-36,-515.0
3236,千如,-35,-1192.0
4906,正文,-35,-1378.0
2881,富邦金,-34,-2969.0
,元大AAA至A公司債,-33,-1054.0
6805,富世達,-32,-64190.0
2495,普安,-32,-1270.0
00939,統一台灣高息動能,-30,-472.0
2455,全新,-27,-6408.0
0050,元大台灣50,-25,-1921.0
6285,啟碁,-25,-4360.0
2882,國泰金,-24,-1728.0
