code,name,net_shares,net_amount
6770,力積電,148,9690.0
,主動統一台股增長,132,2729.0
2344,華邦電,115,11569.0
2408,南亞科,102,23004.0
5347,世界,39,4677.0
,國泰臺灣加權反1,33,75.0
1809,中釉,30,840.0
2489,瑞軒,26,843.0
,主動統一全球創新,24,319.0
1905,華紙,20,246.0
00712,復華富時不動產,15,128.0
2481,強茂,15,1486.0
3481,群創,15,378.0
5498,凱崴,14,805.0
3588,通嘉,13,651.0
8299,群聯,12,21141.0
6589,台康生技,12,706.0
,期街口布蘭特正2,11,537.0
,期元大S&P黃金正2,10,958.0
3714,富采,10,491.0
1710,東聯,10,142.0
3234,光環,10,931.0
2608,嘉里大榮,10,308.0
2458,義隆,10,1304.0
1326,台化,9,385.0
,群益優選非投等債,-100,-965.0
6147,頎邦,-83,-5766.0
8932,智通*,-69,-5819.0
2313,華通,-53,-11987.0
,富邦臺灣加權反1,-44,-340.0
,中信中國50正2,-38,-395.0
2337,旺宏,-36,-5104.0
009816,凱基台灣TOP50,-32,-345.0
1815,富喬,-31,-3289.0
,主動台新優勢成長,-25,-307.0
,主動群益台灣強棒,-25,-422.0
00887,永豐中國科技50大,-25,-314.0
3260,威剛,-23,-9124.0
2515,中工,-20,-277.0
,國泰10Y+金融債,-20,-322.0
8047,星雲,-20,-1125.0
1802,台玻,-19,-1041.0
,期元大S&P石油,-17,-420.0
2426,鼎元,-17,-615.0
3702,大聯大,-16,-1538.0
0050,元大台灣50,-14,-1058.0
00877,復華中國5G,-13,-369.0
2883,凱基金,-12,-255.0
6163,華電網,-12,-792.0
8110,華東,-12,-657.0
