code,name,net_shares,net_amount
,主動群益科技創新,74,985.0
,元大台灣50反1,70,1011.0
2610,華航,70,1299.0
,群益ESG投等債20+,60,891.0
,群益優選非投等債,60,578.0
3576,聯合再生,46,1071.0
2355,敬鵬,38,1890.0
00919,群益台灣精選高息,34,777.0
3434,哲固,33,947.0
1314,中石化,31,259.0
,主動統一台股增長,30,617.0
3481,群創,23,561.0
00712,復華富時不動產,22,188.0
,主動兆豐台灣豐收,21,210.0
1528,恩德,21,498.0
4919,新唐,21,2218.0
,富邦NASDAQ反1,20,61.0
2367,燿華,19,1280.0
2449,京元電子,17,4803.0
0050,元大台灣50,16,1230.0
,主動復華未來50,16,204.0
009815,大華美國MAG7+,15,137.0
1310,台苯,14,159.0
2324,仁寶,14,416.0
2609,陽明,13,694.0
4534,慶騰,-72,-1798.0
2344,華邦電,-53,-4756.0
6116,彩晶,-47,-384.0
1718,中纖,-40,-300.0
8937,合騏,-33,-4906.0
6770,力積電,-31,-1766.0
3715,定穎投控,-30,-6214.0
9946,三發地產,-30,-536.0
3059,華晶科,-29,-1068.0
2382,廣達,-27,-7798.0
,主動群益台灣強棒,-26,-430.0
1301,台塑,-18,-846.0
,期元大S&P石油,-16,-406.0
2316,楠梓電,-16,-1589.0
2371,大同,-15,-462.0
,元大美債20年,-14,-380.0
2605,新興,-13,-563.0
8110,華東,-13,-639.0
2337,旺宏,-11,-1304.0
,期街口布蘭特正2,-11,-604.0
5871,中租-KY,-10,-1122.0
,國泰10Y+金融債,-10,-160.0
8047,星雲,-10,-596.0
4931,新盛力,-10,-1476.0
5291,邑昇,-9,-690.0
