code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
009827,玉山未來全球算力,2200,0,2200,2220.0,10.09
3374,精材,1954,18,1936,83503.8,431.28
,主動中信台灣收益,778,31,747,702.9,9.4
1314,中石化,2078,1405,673,608.5,9.05
5904,寶雅*,305,13,292,2092.1,71.62
00712,復華富時不動產,247,0,247,198.8,8.03
8064,東捷,238,4,234,3038.1,130.0
2303,聯電,1635,1440,195,2911.4,149.57
2801,彰銀,314,123,191,558.5,29.26
2305,全友,189,5,184,999.6,54.33
6620,漢達,170,8,162,2383.4,147.12
,期元大S&P原油反1,241,86,155,156.9,10.12
2353,宏碁,178,23,155,502.4,32.42
5439,高技,131,4,127,3111.9,245.03
2889,國票金,128,6,122,209.9,17.24
,主動復華全球50,118,2,116,111.5,9.6
4960,誠美材,115,2,113,248.3,21.99
6147,頎邦,382,274,108,2335.6,216.69
,群益臺灣加權正2,201,93,108,129.5,12.04
00918,大華優利高填息30,161,59,102,371.2,36.17
,元大美債20正2,100,0,100,62.3,6.23
,主動統一全球創新,201,101,100,159.6,15.96
2344,華邦電,194,112,82,1413.8,173.56
6199,天品,779,698,81,820.8,101.33
3481,群創,275,206,69,330.3,48.09
2481,強茂,147,2255,-2108,-34673.8,164.54
6588,東典光電,222,884,-662,-7777.6,117.52
3450,聯鈞,57,385,-328,-18013.8,550.4
6226,光鼎,203,507,-304,-1311.8,43.08
2520,冠德,0,201,-201,-749.8,37.24
6218,豪勉,58,189,-131,-723.5,55.32
,元大台灣50正2,134,262,-128,-473.6,36.82
5314,世紀*,28,147,-119,-330.5,27.75
,主動統一前沿科技,0,111,-111,-110.1,9.92
2409,友達,443,554,-111,-332.8,30.04
6469,大樹,1,104,-103,-661.3,63.88
2454,聯發科,40,143,-103,-46990.2,4590.99
00919,群益台灣精選高息,100,186,-86,-275.5,32.13
,主動統一台股增長,429,513,-84,-256.6,30.58
6140,訊達,0,83,-83,-169.2,20.38
6949,沛爾生醫*-創,3,84,-81,-429.0,52.97
6770,力積電,229,309,-80,-562.5,69.74
2913,農林,0,78,-78,-86.2,11.05
6603,富強鑫,4,80,-76,-203.1,26.7
,主動統一升級50,13,87,-74,-74.7,10.16
2489,瑞軒,442,515,-73,-315.9,43.14
1605,華新,0,71,-71,-265.6,37.41
6290,良維,98,167,-69,-1973.4,284.91
6227,茂綸,16,80,-64,-902.4,140.56
2302,麗正,15,76,-61,-269.7,44.21
