code,name,weight,shares,price
2887,台新新光金,2.26,4111000,24.3
2883,凱基金控,1.75,3847000,19.9
2880,華南金控,2.39,3098000,34.25
2885,元大金,2.75,2746000,43.85
2891,中信金,2.93,2539000,51.2
1102,亞泥,1.69,2205000,34.15
2303,聯電,3.08,2194000,60.4
1402,遠東新,1.37,2129000,28.6
2882,國泰金,3.08,1902000,71.1
2324,仁寶,1.29,1772000,31.75
2881,富邦金控,3.27,1625025,88.3
9904,寶成,1.01,1494000,29.35
2610,華航,0.64,1483000,18.35
3045,台灣大,3.18,1331000,106.5
6005,群益證券,0.83,1302000,27.75
2897,王道銀行,0.28,1256000,9.72
2618,長榮航,0.83,1081000,32.6
4904,遠傳,1.76,851000,90.9
3481,群創光電,0.51,742000,27.55
1605,華新,0.54,718000,31.5
2820,華票,0.28,717000,16.9
2382,廣達,4.4,676000,282.5
1434,福懋,0.25,670000,16.7
9907,統一實,0.27,649000,18.65
2890,永豐金控,0.44,620000,31.3
2501,國建,0.28,543000,22.0
2903,遠百,0.28,540000,23.05
4938,和碩,0.81,511000,70.3
2851,中央再保,0.29,445000,26.9
8112,至上電子,0.85,440000,77.7
1303,南亞,0.82,440000,77.7
1227,佳格,0.27,409000,29.55
6548,長科*,0.43,401000,48.0
1326,台化,0.39,391000,44.25
6282,康舒,0.41,383000,45.1
2855,統一證券,0.26,381000,29.7
3036,文曄,1.89,363000,222.0
3702,大聯大,0.59,360000,72.1
3264,欣銓,1.19,342000,154.0
2441,超豐,0.66,335000,81.9
1785,光洋科,0.58,320000,79.8
2603,長榮海運,1.35,286000,205.5
8070,長華*,0.28,283000,41.5
6770,力積電,0.4,268000,62.2
2352,佳世達,0.12,217000,23.0
2353,宏碁,0.13,206000,26.6
2912,統一超商,0.97,199000,217.5
9910,豐泰,0.37,185000,88.8
1815,富喬工業,0.43,179000,105.5
2637,慧洋-KY,0.26,168000,68.2
2006,東和鋼鐵,0.31,167000,81.6
8415,大國鋼,0.13,166000,34.1
2344,華邦電子,0.42,162000,105.5
2385,群光,0.45,159000,124.0
6239,力成,0.76,156000,214.5
2379,瑞昱,1.6,150000,460.0
8021,尖點,0.79,145000,227.5
2376,技嘉,0.74,142000,221.0
2486,一詮精密,0.45,142000,128.5
2449,京元電子,0.97,141000,293.0
6257,矽格,0.4,136000,125.5
3711,日月光投控,1.05,135000,335.5
3037,欣興,1.33,127000,424.0
3006,晶豪,0.46,127000,145.0
2492,華新科,0.38,127000,127.0
3105,穩懋,0.8,119000,299.0
2474,可成,0.48,117000,182.5
2330,台積電,4.81,110000,1850.0
2850,新光產險,0.28,106000,115.5
3374,精材,0.41,102000,176.5
2313,華通,0.46,100000,191.0
3260,威剛科技,0.78,99000,350.5
1560,中砂,1.06,97000,470.0
3010,華立,0.27,94000,123.0
2206,三陽工業,0.12,93000,59.7
2357,華碩,1.19,90000,531.0
6290,良維,0.44,88000,221.0
6023,元大期貨,0.18,84000,93.6
3189,景碩科技,0.43,65000,274.0
6903,巨漢,0.43,64000,298.0
2467,志聖,0.52,63000,355.0
3227,原相,0.26,59000,198.0
2377,微星,0.13,59000,92.8
6691,洋基工程,0.8,57000,607.0
6446,藥華醫藥,0.83,55000,670.0
9917,中保,0.13,52000,104.5
5289,宜鼎國際,1.14,51000,995.0
3005,神基科技,0.15,49000,129.0
7795,長廣,0.43,47000,396.5
5234,達興材料,0.4,46000,371.0
2458,義隆,0.14,45000,133.0
9939,宏全國際,0.12,45000,123.5
6176,瑞儀光電,0.1,45000,95.3
3363,上詮,0.6,44000,607.0
8358,金居開發,0.22,43000,225.5
2308,台達電子,1.01,32000,1290.0
2327,國巨*,0.17,29000,258.5
8299,群聯電子,1.19,28000,1890.0
2360,致茂,0.88,26000,1360.0
3491,昇達科技,0.71,25000,1265.0
2383,台光電子,1.1,20000,2375.0
1795,美時製藥,0.12,20000,258.5
1519,華城,0.4,19000,912.0
6414,樺漢,0.12,19000,271.5
2368,金像電子,0.36,18000,817.0
6121,新普科技,0.13,17000,344.0
4766,南寶,0.12,17000,304.0
3081,聯亞光電,0.56,16000,1555.0
6274,台燿,0.15,14000,488.5
2345,智邦,0.4,12000,1435.0
6442,光聖,0.37,9000,1705.0
6223,旺矽,0.52,7000,3285.0
6515,穎崴,0.8,6000,5475.0
2301,光寶科技,0.02,6000,155.0
5274,信驊科技,1.13,5000,10055.0
6510,精測,0.42,5000,3750.0
3443,創意電子,0.27,5000,2245.0
3017,奇鋐,0.21,5000,1695.0
7769,鴻勁,0.39,4000,4105.0
3653,健策,0.08,1000,3495.0
6805,富世達,0.04,1000,1750.0
202603TX,台指期貨,1.95,13,0.0
