code,name,net_shares,net_amount
1314,中石化,930,7617.0
2845,遠東銀,190,2356.0
2344,華邦電,142,14130.0
,國泰20年美債正2,60,424.0
2002,中鋼,54,1040.0
3481,群創,54,1366.0
2402,毅嘉,51,2582.0
3005,神基,49,5692.0
00919,群益台灣精選高息,49,1123.0
1802,台玻,48,2691.0
,群益ESG投等債0-5,43,444.0
,群益ESG投等債20+,42,628.0
9933,中鼎,42,1632.0
8064,東捷,41,2801.0
1304,台聚,41,598.0
6530,創威,37,3538.0
6788,華景電,37,14174.0
8438,昶昕,36,2415.0
2548,華固,36,4446.0
2308,台達電,34,53689.0
3030,德律,34,8556.0
3024,憶聲,34,346.0
2484,希華,32,955.0
,期元大S&P黃金正2,30,2855.0
2634,漢翔,29,1464.0
0050,元大台灣50,-203,-15529.0
2313,華通,-150,-34057.0
,期元大S&P石油,-134,-3165.0
009816,凱基台灣TOP50,-95,-1025.0
2409,友達,-69,-1036.0
,主動元大AI新經濟,-67,-838.0
6257,矽格,-63,-8546.0
4532,瑞智,-63,-1684.0
,主動統一台股增長,-60,-1244.0
2367,燿華,-58,-4280.0
,元大台灣50反1,-53,-746.0
1310,台苯,-50,-540.0
6770,力積電,-49,-3173.0
0052,富邦科技,-48,-2200.0
1815,富喬,-49,-5387.0
00940,元大台灣價值高息,-45,-437.0
2855,統一證,-40,-1269.0
6207,雷科,-37,-2091.0
6213,聯茂,-36,-5207.0
,國泰投資級公司債,-35,-1236.0
6757,台灣虎航,-35,-1916.0
00929,復華台灣科技優息,-33,-661.0
2887,台新新光金,-33,-809.0
,元大投資級公司債,-33,-1097.0
5876,上海商銀,-30,-1188.0
