code,name,net_shares,net_amount
1314,中石化,1349,10997.0
009816,凱基台灣TOP50,596,6153.0
,主動統一台股增長,269,5329.0
0050,元大台灣50,241,17555.0
,主動復華未來50,201,2402.0
,主動群益科技創新,154,1970.0
0056,元大高股息,148,5527.0
00919,群益台灣精選高息,143,3164.0
,主動兆豐台灣豐收,106,1031.0
6438,迅得,96,16852.0
6028,公勝保經,87,7788.0
1326,台化,86,4077.0
2515,中工,81,1075.0
2408,南亞科,70,14226.0
00878,國泰永續高股息,69,1504.0
,群益臺灣加權反1,68,100.0
1303,南亞,67,5142.0
2324,仁寶,61,1668.0
009815,大華美國MAG7+,60,535.0
2317,鴻海,57,10907.0
00918,大華優利高填息30,48,1059.0
,主動元大AI新經濟,46,533.0
3105,穩懋,45,16601.0
,主動統一全球創新,44,533.0
,國泰臺灣加權正2,44,2457.0
,國泰20年美債正2,-195,-1387.0
4919,新唐,-168,-15343.0
,群益ESG投等債20+,-143,-2124.0
,元大台灣50反1,-86,-1264.0
,群益ESG投等債0-5,-86,-890.0
,國泰20年美債,-72,-2057.0
1304,台聚,-55,-1061.0
6770,力積電,-49,-2542.0
3045,台灣大,-49,-5262.0
2308,台達電,-45,-64011.0
,期元大S&P原油反1,-41,-736.0
,元大台灣50正2,-40,-761.0
,元大美債20年,-36,-1008.0
2887,台新新光金,-36,-827.0
6133,金橋,-35,-805.0
8110,華東,-33,-1609.0
3005,神基,-31,-3010.0
,凱基金乙特,-30,-243.0
2883,凱基金,-30,-559.0
4720,德淵,-29,-531.0
1309,台達化,-29,-787.0
2344,華邦電,-27,-2460.0
2855,統一證,-27,-856.0
,元大投資級公司債,-26,-868.0
3529,力旺,-24,-64692.0
