code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
3481,群創,2281,1042,1239,6017.8,48.58
,主動聯博全球非投,1146,0,1146,1153.0,10.06
2409,友達,867,350,517,1174.5,22.72
6116,彩晶,503,219,284,397.9,13.99
4931,新盛力,158,12,146,3264.7,222.85
,主動統一升級50,782,651,131,142.5,10.88
2610,華航,128,1,127,237.7,18.72
2633,台灣高鐵,115,0,115,289.0,25.13
1447,力鵬,110,0,110,61.5,5.59
2547,日勝生,100,0,100,99.1,9.91
2002,中鋼,301,217,84,175.0,20.8
,主動統一台股增長,253,173,80,253.3,31.6
2486,一詮,81,5,76,2268.6,299.83
2356,英業達,180,105,75,496.7,65.98
2313,華通,184,109,75,2160.3,287.63
2845,遠東銀,73,0,73,87.8,12.03
2324,仁寶,130,59,71,243.1,34.35
2382,廣達,80,17,63,2009.5,320.42
,元大台灣50反1,69,9,60,64.1,10.68
,元大台灣50正2,157,99,58,203.5,34.97
6695,芯鼎,67,9,58,389.9,67.22
2408,南亞科,144,87,57,1706.9,297.2
,主動兆豐台灣豐收,60,4,56,85.5,15.26
009816,凱基台灣TOP50,145,92,53,79.3,14.91
2402,毅嘉,55,5,50,348.1,69.61
2887,台新新光金,12,840,-828,-1984.1,23.94
6770,力積電,329,628,-299,-2125.0,71.17
,主動群益科技創新,14,267,-253,-476.0,18.83
,群益ESG投等債20+,1,212,-211,-311.2,14.75
2344,華邦電,72,274,-202,-2827.4,139.65
2312,金寶,143,306,-163,-651.7,39.86
2353,宏碁,80,197,-117,-367.3,31.44
,主動野村臺灣優選,0,112,-112,-267.9,23.96
1303,南亞,63,128,-65,-607.4,92.42
2449,京元電子,46,110,-64,-2141.4,334.13
,主動野村臺灣高息,0,64,-64,-68.0,10.63
3437,榮創,1,64,-63,-153.1,24.34
2337,旺宏,119,179,-60,-970.8,160.64
00878,國泰永續高股息,46,106,-60,-177.2,29.44
0052,富邦科技,30,89,-59,-350.7,59.81
5425,台半,5,61,-56,-561.3,99.68
2317,鴻海,43,99,-56,-1456.3,258.67
4938,和碩,3,58,-55,-447.4,81.09
,主動復華未來50,12,67,-55,-106.3,19.28
009820,元大納斯達克精選,0,50,-50,-51.4,10.27
3581,博磊,1,51,-50,-1496.5,299.66
0050,元大台灣50,44,93,-49,-498.6,101.32
2881,富邦金,2,50,-48,-487.5,100.86
3714,富采,45,93,-48,-377.0,79.27
5227,立凱-KY,1,48,-47,-117.6,25.03
