code,name,weight,shares,price
992 HK,LENOVO GROUP LTD,1.48,6000000,0.0
2303,聯電,0.95,3500000,137.0
3037,欣興,4.67,2600000,954.0
6981 JP,MURATA MANUFACTURING CO LTD,3.94,1350000,0.0
4979,華星光,1.49,1330000,605.0
6997 JP,NIPPON CHEMI-CON CORP,1.4,1275100,0.0
4180 JP,APPIER GROUP INC,0.53,950000,0.0
2308,台達電,2.52,720000,1805.0
5801 JP,FURUKAWA ELECTRIC CO LTD,0.74,500000,0.0
CRCL US,CIRCLE INTERNET GROUP INC,2.92,480000,0.0
2330,台積電,2.1,450000,2470.0
3017,奇鋐,2.85,440000,3285.0
IFX GY,INFINEON TECHNOLOGIES AG,1.79,425000,0.0
2383,台光電,4.37,420000,5340.0
SPCX US,SPACE EXPLORATION TECHN-CL A,3.53,400000,0.0
HOOD US,ROBINHOOD MARKETS INC - A,2.19,300120,0.0
2454,聯發科,2.25,250000,4710.0
BE US,BLOOM ENERGY CORP- A,3.77,250000,0.0
NOW US,SERVICENOW INC,1.94,230000,0.0
PLTR US,PALANTIR TECHNOLOGIES INC-A,2.34,225000,0.0
TSEM US,TOWER SEMICONDUCTOR LTD,2.88,216825,0.0
AIXA GY,AIXTRON SE,0.54,200000,0.0
300757 CH,ROBOTECHNIK INTELLIGENT TE-A,1.01,179997,0.0
NVDA US,NVIDIA CORP(輝達公司),2.41,175000,0.0
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,1.56,170000,0.0
PANW US,PALO ALTO NETWORKS INC,2.98,150000,0.0
6274,台燿,0.34,130000,1345.0
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),2.62,130000,0.0
LITE US,LUMENTUM HOLDINGS INC,6.15,117000,0.0
285A JP,KIOXIA HOLDINGS CORP,2.51,110000,0.0
6515,穎崴,1.32,100000,7700.0
MSFT US,MICROSOFT CORP(微軟公司),2.74,92000,0.0
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),2.14,75000,0.0
NET US,CLOUDFLARE INC - CLASS A,1.17,70000,0.0
009150 KS,Samsung Electro-Mechanics co(009150 ks),4.52,70000,0.0
AEM US,AGNICO EAGLE MINES LTD,0.73,60000,0.0
STX US,SEAGATE TECHNOLOGY,3.04,60000,0.0
MU US,MICRON TECHNOLOGY INC,3.64,60000,0.0
TWLO US,TWILIO INC - A,0.76,55000,0.0
TER US,TERADYNE INC,1.17,55000,0.0
DASH US,DOORDASH INC - A,0.63,50000,0.0
NTRA US,NATERA INC,0.49,25000,0.0
000660 KS,SK HYNIX INC,1.19,15000,0.0
SNDK US,SANDISK CORP,1.35,13000,0.0
