code,name,net_shares,net_amount
,主動統一台股增長,523,10515.0
2303,聯電,81,4355.0
0056,元大高股息,80,3051.0
2454,聯發科,77,112657.0
,元大台灣50正2,68,1393.0
,主動群益科技創新,58,756.0
2337,旺宏,52,6735.0
1560,中砂,42,18885.0
6505,台塑化,40,2216.0
1815,富喬,35,3402.0
3029,零壹,35,3336.0
,主動台新優勢成長,35,443.0
2367,燿華,34,2497.0
2449,京元電子,33,8600.0
2409,友達,32,526.0
4906,正文,30,1234.0
3481,群創,31,710.0
,大華優利美A債15,30,493.0
2371,大同,28,873.0
1598,岱宇,28,553.0
5484,慧友,25,1104.0
6443,元晶,24,984.0
2489,瑞軒,23,760.0
2455,全新,22,5875.0
2324,仁寶,19,521.0
6147,頎邦,-367,-29501.0
009816,凱基台灣TOP50,-156,-1658.0
8021,尖點,-95,-24069.0
,主動元大AI新經濟,-90,-1067.0
2887,台新新光金,-86,-2110.0
3714,富采,-84,-4488.0
00878,國泰永續高股息,-81,-1784.0
2027,大成鋼,-69,-2658.0
6213,聯茂,-61,-10090.0
8110,華東,-59,-3024.0
,主動復華未來50,-51,-625.0
2441,超豐,-49,-4164.0
,主動摩根美國科技,-49,-660.0
,主動統一全球創新,-46,-573.0
6715,嘉基,-35,-10768.0
1717,長興,-34,-2149.0
,主動中信ARK創新,-32,-328.0
3709,鑫聯大投控,-30,-1914.0
1808,潤隆,-30,-916.0
,主動兆豐台灣豐收,-30,-299.0
6531,愛普*,-29,-12756.0
3062,建漢,-25,-803.0
4960,誠美材,-25,-579.0
2501,國建,-25,-555.0
2481,強茂,-25,-2382.0
