code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
6949,沛爾生醫*-創,631,0,631,3407.7,54.0
3149,正達,220,0,220,1342.4,61.02
3624,光頡,123,8,115,1444.7,125.63
8227,巨有科技,121,6,115,2772.5,241.09
2633,台灣高鐵,100,0,100,260.0,26.0
,主動中信台灣收益,84,1,83,77.9,9.37
00919,群益台灣精選高息,68,1,67,218.7,32.57
2409,友達,234,181,53,163.1,30.43
2344,華邦電,98,47,51,829.2,161.97
,主動復華未來50,40,0,40,68.6,17.12
2408,南亞科,59,20,39,1858.6,476.24
2892,第一金,40,1,39,152.9,39.21
,群益臺灣加權正2,35,0,35,40.8,11.53
,元大台灣50正2,39,6,33,118.8,35.16
8422,可寧衛*,33,1,32,83.4,26.06
2351,順德,35,3,32,793.4,248.25
,主動摩根台灣鑫收,31,2,29,40.7,13.8
00712,復華富時不動產,26,0,26,21.7,8.33
,群益ESG投等債20+,30,7,23,32.5,14.13
,主動統一台股增長,30,8,22,63.1,28.91
00918,大華優利高填息30,26,5,21,75.5,35.19
2481,強茂,265,244,21,186.7,90.3
1304,台聚,20,0,20,24.4,12.2
,主動聯博動能50,20,0,20,19.4,9.7
1210,大成,20,0,20,102.3,51.8
2834,臺企銀,9,602,-593,-1076.0,18.15
009816,凱基台灣TOP50,57,219,-162,-254.1,15.74
,國泰20年美債正2,0,150,-150,-92.6,6.17
2884,玉山金,1,61,-60,-275.6,46.1
2883,凱基金,2,46,-44,-169.1,38.44
3016,嘉晶,4,43,-39,-441.3,113.15
009828,中信台日韓PCB,20,55,-35,-32.5,9.36
2303,聯電,32,59,-27,-401.7,148.37
2327,國巨*,3,23,-20,-1046.4,527.93
2367,燿華,1,19,-18,-72.4,40.21
3675,德微,0,18,-18,-484.1,268.92
2465,麗臺,0,16,-16,-142.8,89.26
2637,慧洋-KY,0,15,-15,-151.5,101.0
1402,遠東新,1,15,-14,-39.7,28.35
6919,康霈*,4,17,-13,-106.4,78.87
2855,統一證,0,13,-13,-68.7,52.87
,元大美債20年,0,13,-13,-32.9,25.3
00878,國泰永續高股息,5,17,-12,-43.7,34.4
3491,昇達科,0,12,-12,-1679.0,1399.17
4114,健喬,0,10,-10,-31.8,29.41
3035,智原,0,10,-10,-173.5,173.5
1440,南紡,0,10,-10,-13.3,13.3
3702,大聯大,0,10,-10,-108.0,108.0
,群益優選非投等債,0,10,-10,-9.5,9.52
3026,禾伸堂,1,10,-9,-675.8,740.96
