code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2408,南亞科,5752,538,5214,262382.2,503.26
2892,第一金,440,6,434,1520.0,35.0
2409,友達,692,270,422,1077.7,25.6
,元大台灣50反1,446,111,335,342.7,10.2
0050,元大台灣50,533,199,334,3468.0,103.83
2618,長榮航,409,85,324,1380.3,42.55
2303,聯電,609,295,314,3834.6,121.89
6199,天品,312,0,312,3043.6,97.55
6116,彩晶,489,189,300,444.1,14.8
2610,華航,323,37,286,589.7,20.61
2801,彰銀,227,4,223,516.3,23.15
1101,台泥,223,3,220,541.3,24.6
6147,頎邦,315,96,219,3370.1,154.01
2855,統一證,190,13,177,813.8,45.97
1718,中纖,210,51,159,163.9,10.31
,主動統一全球創新,164,26,138,229.9,16.64
2455,全新,141,19,122,4752.2,389.61
6182,合晶,175,70,105,1053.2,100.06
3049,精金,100,0,100,111.0,11.1
1303,南亞,265,173,92,1716.1,186.88
2461,光群雷,87,0,87,151.7,17.44
6213,聯茂,168,84,84,3565.3,424.04
,元大美債20正2,81,0,81,52.7,6.5
6409,旭隼,80,0,80,8459.9,1057.37
5871,中租-KY,80,1,79,857.2,108.49
3702,大聯大,360,1494,-1134,-14506.6,127.87
,元大台灣50正2,96,531,-435,-1520.7,34.93
3481,群創,2137,2438,-301,-1562.2,51.97
,群益臺灣加權正2,129,391,-262,-296.9,11.31
,主動凱基台灣,56,314,-258,-244.8,9.49
009816,凱基台灣TOP50,52,270,-218,-330.5,15.16
3624,光頡,19,236,-217,-1777.5,81.98
,主動復華未來50,51,236,-185,-321.4,17.39
00929,復華台灣科技優息,1,186,-185,-534.3,28.94
,主動統一升級50,50,223,-173,-171.9,9.96
6005,群益證,28,191,-163,-551.9,33.79
3576,聯合再生,3,156,-153,-260.4,17.02
2368,金像電,33,169,-136,-12549.4,928.48
,主動統一台股增長,50,176,-126,-363.2,28.7
0056,元大高股息,9,129,-120,-625.3,52.17
2027,大成鋼,13,132,-119,-565.3,47.49
2634,漢翔,71,187,-116,-707.5,61.1
2337,旺宏,582,688,-106,-1487.3,141.11
,兆豐國泰R2,2,107,-105,-124.0,11.81
1304,台聚,0,103,-103,-123.5,11.99
,主動野村臺灣高息,0,102,-102,-113.0,11.08
2031,新光鋼,6,106,-100,-444.6,44.45
00962,台新AI優息動能,0,100,-100,-151.9,15.19
1605,華新,8,98,-90,-339.2,37.45
,國泰US短期公債,0,90,-90,-443.9,49.32
