code,name,net_shares,net_amount
00919,群益台灣精選高息,322,7197.0
0056,元大高股息,313,11868.0
009816,凱基台灣TOP50,132,1382.0
0050,元大台灣50,126,9272.0
8110,華東,116,5997.0
5864,致和證,108,2534.0
2515,中工,102,1346.0
,期元大S&P原油反1,94,1557.0
2303,聯電,91,4919.0
3062,建漢,76,2424.0
00888,永豐台灣ESG,52,1191.0
2408,南亞科,43,9149.0
00927,群益半導體收益,42,1007.0
00878,國泰永續高股息,40,872.0
,主動復華未來50,38,454.0
1905,華紙,32,475.0
00712,復華富時不動產,29,253.0
4906,正文,25,1067.0
5351,鈺創,24,1664.0
,主動統一台股增長,24,474.0
5498,凱崴,24,1374.0
,元大台灣50正2,23,501.0
,國泰臺灣加權正2,23,1340.0
4938,和碩,22,1717.0
2014,中鴻,21,390.0
2409,友達,-377,-6352.0
,主動群益科技創新,-263,-3571.0
,元大台灣50反1,-148,-2134.0
3481,群創,-111,-2810.0
2323,中環,-106,-1156.0
3049,精金,-98,-1092.0
6770,力積電,-84,-4119.0
1304,台聚,-78,-1370.0
,國泰10Y+金融債,-76,-1214.0
2105,正新,-68,-2156.0
6147,頎邦,-62,-5214.0
1528,恩德,-54,-1385.0
2891,中信金,-52,-2812.0
1785,光洋科,-46,-4093.0
1802,台玻,-45,-2175.0
6026,福邦證,-43,-628.0
00940,元大台灣價值高息,-39,-372.0
,台新美國非投等債,-38,-379.0
3714,富采,-34,-1822.0
2206,三陽工業,-33,-1988.0
2027,大成鋼,-30,-1145.0
4142,國光生,-30,-567.0
4960,誠美材,-30,-604.0
,期元大道瓊白銀,-30,-1780.0
1101,台泥,-29,-688.0
