code,name,net_shares,net_amount
2337,旺宏,1303,174322.0
2408,南亞科,625,155131.0
2489,瑞軒,476,15521.0
2371,大同,201,6178.0
1504,東元,87,5744.0
,主動群益科技創新,81,1117.0
00919,群益台灣精選高息,77,1763.0
1314,中石化,69,576.0
009813,貝萊德標普卓越50,66,656.0
4588,玖鼎電力,60,3649.0
2344,華邦電,52,5223.0
6120,達運,52,678.0
,主動兆豐台灣豐收,45,477.0
2367,燿華,41,3189.0
8069,元太,36,5313.0
3673,TPK-KY,34,1609.0
0050,元大台灣50,29,2175.0
6770,力積電,25,1677.0
2615,萬海,25,1875.0
3522,御嵿,25,321.0
2317,鴻海,22,4517.0
2481,強茂,22,2159.0
1513,中興電,21,3327.0
4967,十銓,21,5134.0
6443,元晶,20,991.0
1905,華紙,-475,-6627.0
1304,台聚,-183,-2855.0
1326,台化,-84,-3677.0
,主動統一台股增長,-83,-1740.0
5258,虹堡,-60,-2826.0
1310,台苯,-49,-534.0
009816,凱基台灣TOP50,-44,-476.0
2313,華通,-43,-11014.0
1582,信錦,-41,-3590.0
2330,台積電,-40,-73740.0
4938,和碩,-38,-3086.0
4958,臻鼎-KY,-32,-7038.0
,主動聯博全球非投,-32,-318.0
3049,精金,-31,-353.0
3704,合勤控,-28,-936.0
009811,統一美國50,-28,-310.0
8358,金居,-24,-6032.0
4906,正文,-24,-879.0
1301,台塑,-23,-1120.0
6147,頎邦,-22,-1779.0
,元大滬深300正2,-22,-415.0
4931,新盛力,-21,-3325.0
3031,佰鴻,-21,-511.0
4956,光鋐,-21,-755.0
3717,聯嘉投控,-20,-453.0
