code,name,net_shares,net_amount
,元大台灣50反1,222,3163.0
4906,正文,152,5674.0
2409,友達,131,2208.0
3481,群創,111,2673.0
3576,聯合再生,101,2024.0
,期元大S&P原油反1,100,1488.0
,國泰臺灣加權反1,100,231.0
1711,永光,82,2837.0
1309,台達化,76,2010.0
,元大台灣50正2,62,1286.0
2426,鼎元,59,2177.0
009815,大華美國MAG7+,58,547.0
5371,中光電,54,4083.0
1504,東元,54,3188.0
0056,元大高股息,53,2007.0
6435,大中,46,7397.0
4142,國光生,44,805.0
,主動群益科技創新,33,432.0
3260,威剛,31,11596.0
9105,泰金寶-DR,30,165.0
6829,千附精密,30,3516.0
2206,三陽工業,28,1666.0
2324,仁寶,27,733.0
2641,正德,21,378.0
8436,大江,21,2593.0
,主動復華未來50,-199,-2519.0
2303,聯電,-189,-10992.0
,台新美國非投等債,-134,-1340.0
1815,富喬,-126,-14010.0
,主動元大AI新經濟,-112,-1372.0
2485,兆赫,-89,-6419.0
,群益ESG投等債20+,-83,-1248.0
,主動統一台股增長,-79,-1638.0
,元大美債20年,-71,-1931.0
3673,TPK-KY,-66,-3210.0
1802,台玻,-58,-3124.0
009816,凱基台灣TOP50,-56,-590.0
,台新美A公司債20+,-51,-746.0
2489,瑞軒,-44,-1570.0
6438,迅得,-40,-7004.0
5347,世界,-40,-5129.0
1785,光洋科,-39,-3738.0
,主動兆豐台灣豐收,-35,-345.0
6127,九豪,-34,-1374.0
6285,啟碁,-33,-6409.0
2408,南亞科,-32,-6559.0
3689,湧德,-32,-4048.0
,凱基A級公司債,-31,-453.0
,群益優選非投等債,-30,-290.0
,凱基美國非投等債,-30,-432.0
