code,name,net_shares,net_amount
2337,旺宏,1012,166437.0
2887,台新新光金,506,12487.0
3006,晶豪科,213,42573.0
2884,玉山金,169,5319.0
2489,瑞軒,150,6296.0
2449,京元電子,146,44878.0
1303,南亞,121,9773.0
00919,群益台灣精選高息,79,1825.0
3033,威健,78,2916.0
009816,凱基台灣TOP50,68,737.0
2344,華邦電,65,7709.0
1582,信錦,61,5517.0
00712,復華富時不動產,57,496.0
,主動統一台股增長,55,1149.0
2101,南港,53,1914.0
3090,日電貿,48,4691.0
,主動復華未來50,47,615.0
3715,定穎投控,45,8379.0
1314,中石化,40,343.0
,主動群益科技創新,37,517.0
6168,宏齊,34,840.0
2492,華新科,34,4516.0
,期元大S&P黃金,32,1613.0
1309,台達化,31,569.0
009813,貝萊德標普卓越50,30,300.0
2408,南亞科,-1814,-446071.0
2834,臺企銀,-231,-3480.0
5871,中租-KY,-203,-21469.0
1301,台塑,-200,-9878.0
,主動元大AI新經濟,-170,-2140.0
1304,台聚,-120,-1836.0
4157,太景*-KY,-120,-1356.0
,群益ESG投等債20+,-113,-1685.0
6120,達運,-94,-1317.0
,元大零息超長美債,-93,-804.0
2349,錸德,-77,-1217.0
2317,鴻海,-76,-15624.0
2014,中鴻,-61,-1196.0
3231,緯創,-60,-7860.0
1717,長興,-55,-3748.0
,凱基A級公司債,-50,-713.0
,第一金優選非投債,-45,-416.0
00878,國泰永續高股息,-44,-988.0
8110,華東,-39,-2502.0
6505,台塑化,-38,-2119.0
2367,燿華,-38,-2864.0
,主動群益台灣強棒,-34,-582.0
,國泰20年美債,-33,-943.0
3707,漢磊,-32,-1952.0
3576,聯合再生,-32,-741.0
