code,name,net_shares,net_amount
009816,凱基台灣TOP50,319,3273.0
1714,和桐,159,1607.0
,元大台灣50正2,158,3089.0
0050,元大台灣50,111,8073.0
0056,元大高股息,91,3429.0
00919,群益台灣精選高息,89,1979.0
,元大台灣50反1,84,1238.0
2913,農林,79,999.0
,主動統一台股增長,76,1496.0
1303,南亞,70,5372.0
3062,建漢,69,2046.0
,主動群益科技創新,66,843.0
2408,南亞科,56,11425.0
4906,正文,56,2006.0
00878,國泰永續高股息,55,1223.0
,主動中信ARK創新,41,407.0
,主動安聯台灣,39,395.0
5483,中美晶,32,3469.0
6213,聯茂,32,4870.0
1301,台塑,31,1435.0
2330,台積電,29,50916.0
2610,華航,27,492.0
0052,富邦科技,26,1122.0
3105,穩懋,25,9425.0
1326,台化,25,1154.0
6770,力積電,-84,-4394.0
,群益ESG投等債20+,-50,-747.0
,群益優選非投等債,-50,-483.0
,國泰10Y+金融債,-47,-754.0
3481,群創,-38,-915.0
2344,華邦電,-37,-3207.0
3339,泰谷,-30,-1080.0
2409,友達,-26,-380.0
00830,國泰費城半導體,-23,-1147.0
2356,英業達,-22,-886.0
,新光BBB投等債20+,-21,-197.0
8422,可寧衛*,-20,-589.0
2303,聯電,-20,-1133.0
5880,合庫金,-19,-446.0
8110,華東,-18,-867.0
5328,華容,-18,-429.0
3305,昇貿,-18,-1923.0
2027,大成鋼,-17,-718.0
1309,台達化,-15,-345.0
,凱基美國非投等債,-15,-216.0
009805,新光美國電力基建,-15,-219.0
6226,光鼎,-15,-191.0
,期元大道瓊白銀,-14,-826.0
1789,神隆,-13,-272.0
2010,春源,-13,-322.0
