code,name,net_shares,net_amount
,主動群益科技創新,357,5243.0
,群益優選非投等債,298,2885.0
2489,瑞軒,265,11276.0
2313,華通,175,50017.0
2337,旺宏,123,17218.0
,元大台灣50反1,118,1594.0
2408,南亞科,117,24794.0
8028,昇陽半導體,101,20551.0
3545,敦泰,99,4883.0
6438,迅得,96,17503.0
6190,萬泰科,70,4490.0
2891,中信金,69,3779.0
6770,力積電,69,3980.0
1314,中石化,64,516.0
8096,擎亞,60,5910.0
4542,科嶠,60,10560.0
4720,德淵,60,1137.0
3481,群創,53,1344.0
2633,台灣高鐵,50,1318.0
,主動安聯台灣高息,42,555.0
2301,光寶科,42,6433.0
2344,華邦電,40,3853.0
3037,欣興,40,24713.0
2646,星宇航空,40,841.0
,元大美債20正2,40,286.0
2409,友達,-708,-13210.0
4906,正文,-505,-19053.0
009816,凱基台灣TOP50,-295,-3299.0
,大華優利美A債15,-278,-4605.0
,群益ESG投等債20+,-235,-3525.0
1303,南亞,-221,-19249.0
,主動聯博全球非投,-200,-2004.0
2327,國巨*,-166,-46635.0
1815,富喬,-154,-18297.0
,國泰20年美債,-145,-4117.0
0050,元大台灣50,-135,-10671.0
1717,長興,-126,-9292.0
6005,群益證,-123,-3485.0
2855,統一證,-104,-3239.0
,主動安聯台灣,-88,-995.0
2303,聯電,-85,-5112.0
,主動統一台股增長,-83,-1886.0
,統一美債20年,-75,-1037.0
,主動統一全球創新,-72,-1043.0
,元大台灣50正2,-62,-1430.0
00915,凱基優選高股息30,-61,-1438.0
,台新美國非投等債,-60,-601.0
,主動群益台灣強棒,-59,-1038.0
2367,燿華,-59,-4611.0
,主動復華未來50,-56,-763.0
