code,name,net_shares,net_amount
6770,力積電,210,11787.0
,元大台灣50反1,202,2877.0
2344,華邦電,125,11819.0
8473,山林水,121,4638.0
4906,正文,68,2469.0
,大華投等美債15Y+,51,479.0
2605,新興,48,1921.0
1402,遠東新,46,1230.0
6127,九豪,42,1894.0
1528,恩德,40,1082.0
00877,復華中國5G,39,1081.0
00712,復華富時不動產,37,322.0
3481,群創,30,805.0
1336,台翰,30,422.0
00887,永豐中國科技50大,28,341.0
6226,光鼎,27,341.0
2484,希華,25,771.0
2356,英業達,25,1025.0
3042,晶技,21,1987.0
2316,楠梓電,20,1998.0
,元大台灣50正2,19,404.0
6116,彩晶,19,159.0
8069,元太,18,2539.0
2324,仁寶,15,425.0
,期元大道瓊白銀,15,943.0
009816,凱基台灣TOP50,-1031,-10901.0
4960,誠美材,-283,-6217.0
,主動復華未來50,-271,-3346.0
00940,元大台灣價值高息,-164,-1573.0
00961,FT臺灣永續高息,-160,-1590.0
00946,群益科技高息成長,-159,-1609.0
0050,元大台灣50,-111,-8331.0
00918,大華優利高填息30,-104,-2294.0
,台新美國非投等債,-93,-925.0
00938,凱基優選30,-91,-1482.0
2891,中信金,-88,-4764.0
2637,慧洋-KY,-87,-5992.0
1309,台達化,-78,-1744.0
2409,友達,-70,-1227.0
,主動統一全球創新,-65,-801.0
00878,國泰永續高股息,-64,-1438.0
1305,華夏,-61,-1009.0
2206,三陽工業,-60,-3529.0
,元大滬深300正2,-59,-1138.0
,主動群益科技創新,-55,-718.0
,主動野村台灣50,-53,-856.0
009802,富邦旗艦50,-50,-625.0
00915,凱基優選高股息30,-50,-1163.0
,台新特選IG債10+,-50,-476.0
1303,南亞,-44,-3667.0
