code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動統一升級50,237,85,152,147.8,9.71
2345,智邦,71,0,71,16655.3,2343.18
2892,第一金,62,0,62,174.8,27.75
,群益優選非投等債,62,0,62,60.2,9.58
2002,中鋼,62,0,62,112.8,18.11
1582,信錦,47,1,46,518.1,112.15
,主動野村臺灣高息,48,10,38,38.0,10.0
2324,仁寶,29,0,29,79.7,27.62
,元大台灣50反1,26,1,25,29.2,11.69
2355,敬鵬,30,6,24,148.5,61.49
2610,華航,25,1,24,43.8,18.24
,元大台灣50正2,37,14,23,70.6,29.66
2371,大同,22,0,22,62.1,28.19
2501,國建,20,0,20,44.4,22.2
,主動統一台股增長,88,69,19,52.1,27.53
2409,友達,42,25,17,33.2,18.98
0050,元大台灣50,19,3,16,151.2,92.78
3576,聯合再生,39,23,16,29.1,18.07
6919,康霈*,15,0,15,164.0,105.81
2449,京元電子,16,1,15,421.8,279.77
5243,乙盛-KY,23,8,15,171.7,114.47
,期元大美元指正2,14,0,14,29.9,21.35
6443,元晶,14,0,14,56.7,40.95
5314,世紀*,13,0,13,80.7,62.3
,凱基金乙特,12,0,12,9.8,8.19
,主動復華未來50,12,171,-159,-272.4,17.03
2027,大成鋼,4,48,-44,-182.4,41.28
,群益ESG投等債20+,56,100,-44,-63.9,14.52
009816,凱基台灣TOP50,27,67,-40,-53.0,13.39
00927,群益半導體收益,0,37,-37,-123.9,33.5
2489,瑞軒,12,47,-35,-152.1,43.04
2887,台新新光金,1,30,-29,-69.9,24.11
00915,凱基優選高股息30,0,27,-27,-72.9,27.0
3481,群創,54,80,-26,-100.6,37.67
6770,力積電,10,34,-24,-138.4,57.68
4916,事欣科,0,20,-20,-175.7,87.84
1524,耿鼎,0,20,-20,-57.6,28.8
2375,凱美,2,21,-19,-211.5,111.29
,主動群益台灣強棒,2,20,-18,-38.3,21.3
6147,頎邦,6,23,-17,-356.6,211.64
00878,國泰永續高股息,5,21,-16,-44.4,26.99
5309,系統電,1,17,-16,-108.2,67.61
2801,彰銀,4,20,-16,-32.6,20.4
00919,群益台灣精選高息,25,40,-15,-39.5,25.98
2891,中信金,2,17,-15,-86.5,57.69
3508,位速,0,15,-15,-30.0,20.0
00940,元大台灣價值高息,10,25,-15,-16.5,10.97
2313,華通,29,44,-15,-384.5,256.36
00881,國泰台灣科技龍頭,0,14,-14,-67.0,47.89
3305,昇貿,4,16,-12,-158.8,135.19
