code,name,net_shares,net_amount
2371,大同,210,6795.0
3030,德律,200,53689.0
3037,欣興,181,83868.0
2344,華邦電,120,11057.0
,主動統一台股增長,84,1725.0
009816,凱基台灣TOP50,83,858.0
2332,友訊,80,1210.0
2108,南帝,60,1567.0
3665,貿聯-KY,51,91007.0
0050,元大台灣50,44,3229.0
,主動統一全球創新,43,494.0
6291,沛亨,40,14487.0
8932,智通*,40,3194.0
2303,聯電,38,2136.0
2337,旺宏,37,4355.0
8438,昶昕,33,2267.0
2231,為升,28,3468.0
00919,群益台灣精選高息,27,614.0
,主動群益科技創新,25,320.0
6895,宏碩系統,25,4375.0
2027,大成鋼,21,789.0
6163,華電網,21,1212.0
3289,宜特,20,2580.0
3360,尚立,20,280.0
00878,國泰永續高股息,19,417.0
6588,東典光電,-1101,-144456.0
3481,群創,-1052,-25159.0
2441,超豐,-932,-78762.0
3062,建漢,-603,-17578.0
9933,中鼎,-448,-16053.0
3026,禾伸堂,-396,-54651.0
4931,新盛力,-349,-45727.0
1303,南亞,-265,-20140.0
5439,高技,-200,-55833.0
6213,聯茂,-149,-21957.0
2345,智邦,-86,-135150.0
1815,富喬,-86,-8652.0
6531,愛普*,-85,-39899.0
3105,穩懋,-83,-30831.0
,群益臺灣加權反1,-80,-117.0
8028,昇陽半導體,-78,-14350.0
3715,定穎投控,-71,-12605.0
4916,事欣科,-65,-3778.0
2330,台積電,-64,-113491.0
3563,牧德,-64,-52955.0
4971,IET-KY,-59,-34993.0
2467,志聖,-50,-20342.0
6257,矽格,-48,-7335.0
3211,順達,-43,-14862.0
4960,誠美材,-36,-882.0
