code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
1409,新纖,300,0,300,511.2,17.04
2515,中工,200,0,200,266.0,13.3
,主動統一台股增長,199,51,148,359.6,24.24
2845,遠東銀,50,0,50,62.5,12.6
6282,康舒,41,6,35,180.1,51.46
009816,凱基台灣TOP50,79,45,34,40.6,11.78
,主動群益美國增長,55,22,33,35.0,10.57
00955,中信日本商社,31,0,31,49.1,15.57
2484,希華,35,5,30,106.8,35.59
1312,國喬,34,5,29,42.4,14.54
00878,國泰永續高股息,39,10,29,66.0,23.52
6116,彩晶,30,2,28,24.6,8.84
,主動元大AI新經濟,25,0,25,36.4,14.58
,主動野村臺灣優選,20,0,20,39.4,19.7
009815,大華美國MAG7+,20,0,20,20.1,10.05
00919,群益台灣精選高息,16,0,16,36.9,22.99
,主動統一全球創新,16,0,16,25.0,15.6
1309,台達化,15,0,15,32.7,21.23
3481,群創,212,196,16,35.0,22.94
5483,中美晶,15,0,15,184.5,123.0
2324,仁寶,15,1,14,41.7,29.77
2344,華邦電,27,14,13,120.2,90.04
6770,力積電,18,6,12,68.9,54.86
6789,采鈺,12,0,12,506.7,418.78
2408,南亞科,25,14,11,244.2,215.62
00940,元大台灣價值高息,0,309,-309,-309.6,10.02
,主動群益科技創新,3,102,-99,-153.1,15.45
,元大滬深300正2,0,62,-62,-128.8,20.77
2330,台積電,5,56,-51,-10481.4,2072.74
0050,元大台灣50,33,74,-41,-340.6,84.13
1802,台玻,67,105,-38,-279.2,72.25
2303,聯電,2,40,-38,-238.1,61.68
,元大台灣50正2,32,69,-37,-94.8,25.77
,主動安聯台灣高息,36,70,-34,-46.6,13.72
,主動兆豐台灣豐收,0,32,-32,-35.9,11.22
,主動復華未來50,0,30,-30,-43.1,14.35
2442,新美齊,0,25,-25,-49.9,19.95
009818,華南永昌NASDAQxT,0,25,-25,-40.5,16.18
0056,元大高股息,3,26,-23,-93.3,40.48
2492,華新科,0,22,-22,-320.2,145.55
,元大投資級公司債,0,20,-20,-67.5,33.74
00960,野村全球航運龍頭,0,20,-20,-35.2,17.6
00900,富邦特選高股息30,0,20,-20,-29.7,14.86
2103,台橡,0,19,-19,-36.8,19.35
6191,精成科,1,20,-19,-199.5,105.0
2707,晶華,0,19,-19,-365.4,192.32
,群益ESG投等債20+,2,20,-18,-27.9,15.03
00713,元大台灣高息低波,0,18,-18,-95.3,53.25
2376,技嘉,2,18,-16,-451.6,279.6
1815,富喬,1,17,-16,-178.9,113.21
