code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動聯博全球非投,346,0,346,348.8,10.08
,主動國泰動能高息,391,147,244,356.0,14.59
00919,群益台灣精選高息,202,11,191,587.4,30.66
,主動富邦台灣龍耀,190,8,182,170.2,9.35
,元大台灣50反1,291,150,141,144.4,10.24
2409,友達,193,94,99,241.6,24.4
3294,英濟,200,114,86,338.4,39.4
3704,合勤控,87,11,76,365.8,47.79
2338,光罩,170,102,68,375.3,55.19
,主動中信台灣收益,57,0,57,57.6,10.1
2002,中鋼,92,38,54,100.8,18.84
3035,智原,40,2,38,755.6,196.26
00896,中信綠能及電動車,40,5,35,104.6,29.07
2404,漢唐,52,17,35,4894.2,1408.28
,主動復華金融股息,34,0,34,58.5,17.2
3050,鈺德,34,2,32,42.4,13.25
3481,群創,111,80,31,155.6,49.07
4938,和碩,38,8,30,262.9,85.93
2313,華通,40,12,28,738.3,262.62
1717,長興,25,0,25,179.2,71.68
5243,乙盛-KY,34,10,24,281.5,116.07
,群益優選非投等債,24,0,24,23.0,9.59
2301,光寶科,44,21,23,506.7,211.75
6282,康舒,29,6,23,136.0,59.13
2323,中環,53,30,23,26.8,11.67
,主動統一升級50,9,851,-842,-892.4,10.59
,第一金優選非投債,0,500,-500,-460.5,9.21
1605,華新,13,320,-307,-1200.3,39.12
2887,台新新光金,1,268,-267,-843.6,31.51
009816,凱基台灣TOP50,17,245,-228,-351.4,15.35
6202,盛群,6,146,-140,-850.9,60.76
00940,元大台灣價值高息,0,110,-110,-136.8,12.43
2883,凱基金,14,123,-109,-309.8,28.38
009820,元大納斯達克精選,0,100,-100,-101.2,10.12
5328,華容,7,103,-96,-440.7,45.9
1447,力鵬,0,80,-80,-49.4,6.17
00891,中信關鍵半導體,2,81,-79,-286.6,36.15
3532,台勝科,6,74,-68,-2446.5,358.36
,主動復華未來50,21,79,-58,-114.1,19.67
2329,華泰,0,54,-54,-301.5,55.94
2390,云辰,0,50,-50,-61.3,12.26
3094,聯傑,1,51,-50,-169.3,33.86
3576,聯合再生,15,65,-50,-108.2,21.64
6116,彩晶,2,51,-49,-80.8,16.38
3167,大量,1,41,-40,-3234.7,814.79
00935,野村臺灣新科技50,0,37,-37,-225.7,60.99
,主動群益台灣強棒,0,35,-35,-85.1,24.18
3041,揚智,0,35,-35,-89.8,25.65
2881,富邦金,0,34,-34,-432.4,127.18
1714,和桐,0,33,-33,-54.6,16.49
