code,name,weight,shares,price
2330,台積電,57.9,568055151,2400.0
2887,台新新光金,0.86,545014213,37.15
2891,中信金,1.12,411709056,64.5
2884,玉山金,0.61,372192194,39.0
2883,凱基金,0.5,366490022,31.7
2890,永豐金,0.5,304816535,39.3
2317,鴻海,2.95,283961258,243.0
2886,兆豐金,0.54,275200160,47.0
2303,聯電,1.41,271175708,125.0
2885,元大金,0.71,266950266,62.4
2892,第一金,0.37,260943407,33.8
5880,合庫金,0.26,250660605,25.05
2882,國泰金,0.96,221911227,103.0
2880,華南金,0.36,216330460,39.8
2881,富邦金,1.13,194085413,141.5
1216,統一,0.38,115173712,77.9
1303,南亞,1.0,114603078,188.5
2412,中華電,0.51,88822205,136.5
3711,日月光投控,1.93,77157442,591.0
2344,華邦電,0.55,71960264,179.0
3231,緯創,0.54,70267242,178.5
2382,廣達,0.86,61506750,328.5
2301,光寶科,0.59,45526771,296.0
2308,台達電,3.32,44899912,1710.0
4904,遠傳,0.18,41338363,102.5
2327,國巨*,0.83,36613780,544.0
2454,聯發科,5.7,34224368,3735.0
3045,台灣大,0.16,33010017,115.5
3037,欣興,1.5,30674028,1095.0
6505,台塑化,0.08,26953304,71.0
2449,京元電子,0.27,26583977,239.5
2408,南亞科,0.58,26558536,510.0
2603,長榮,0.25,25452721,246.0
4958,臻鼎-KY,0.34,17738440,444.0
2357,華碩,0.64,15707145,925.0
2345,智邦,1.0,11521054,2030.0
2395,研華,0.31,10747372,670.0
2360,致茂,0.72,8572668,1965.0
2368,金像電,0.35,7996031,971.0
3017,奇鋐,0.99,7441045,2950.0
2383,台光電,1.68,6757348,5595.0
8046,南電,0.25,4986123,1160.0
3665,貿聯-KY,0.35,4160749,2075.0
6669,緯穎,0.69,2417126,6440.0
3008,大立光,0.58,2187587,5720.0
3653,健策,0.49,2024280,5205.0
3443,創意,0.48,1865613,5570.0
3661,世芯-KY,0.31,1840039,3865.0
7769,鴻勁,0.35,1326047,6210.0
2059,川湖,0.79,1282088,14285.0
202609TX,臺股期貨,0.23,588,0.0
202609NYF,台灣50ETF股票期貨,0.03,578,0.0
