code,name,weight,shares,price
2885,元大金,1.76,40387000,68.8
2887,台新新光金,0.7,34799000,32.05
2891,中信金,1.23,27631000,70.5
2330,台積電,40.39,25474000,2510.0
2317,鴻海,4.29,25267000,268.5
2883,凱基金,0.47,24330000,30.35
2884,玉山金,0.52,22845000,35.8
2890,永豐金,0.51,20438000,39.8
2892,第一金,0.35,17052000,32.3
2886,兆豐金,0.48,16988000,44.75
5880,合庫金,0.26,16684000,24.45
2303,聯電,1.69,16674000,160.0
2412,中華電,1.47,16073000,144.5
2880,華南金,0.36,15279000,37.6
2881,富邦金,1.26,14427000,138.5
2882,國泰金,0.99,13910000,113.0
1303,南亞,0.76,7938000,152.5
1216,統一,0.33,7041000,74.3
3711,日月光投控,2.9,6808000,674.0
2344,華邦電,0.65,4624000,222.0
3231,緯創,0.46,4442000,162.5
2308,台達電,5.97,4396000,2150.0
2382,廣達,0.94,3930000,380.0
3037,欣興,2.37,3731000,1005.0
4904,遠傳,0.25,3653000,108.0
6505,台塑化,0.12,3545000,54.0
3045,台灣大,0.25,3315000,118.5
2454,聯發科,8.84,3134000,4465.0
2301,光寶科,0.45,3069000,231.5
2603,長榮,0.37,3054000,193.0
2327,國巨*,1.86,2769000,1065.0
4958,臻鼎-KY,0.96,2445000,622.0
2408,南亞科,0.67,2090000,505.0
2449,京元電子,0.34,1607000,339.0
2345,智邦,2.37,1443000,2595.0
2357,華碩,0.53,1062000,788.0
8046,南電,0.38,693000,864.0
3665,貿聯-KY,0.75,599000,1990.0
2360,致茂,0.82,559000,2310.0
2383,台光電,1.79,486000,5825.0
2368,金像電,0.42,482000,1395.0
3017,奇鋐,0.73,476000,2420.0
3653,健策,0.82,340000,3840.0
3443,創意電子,0.85,282000,4755.0
6669,緯穎,0.52,171000,4855.0
3008,大立光,0.53,162000,5185.0
7769,鴻勁,0.67,153000,6915.0
3661,世芯-KY,0.31,114000,4325.0
2059,川湖,0.51,106000,7550.0
6515,穎崴,0.32,53000,9460.0
202607TX,臺股期貨,2.45,400,0.0
