code,name,net_shares,net_amount
,平衡凱基雙核收息,396,4366.0
00927,群益半導體收益,226,5394.0
1314,中石化,125,1020.0
2303,聯電,88,4763.0
2489,瑞軒,85,2809.0
2618,長榮航,76,2655.0
,元大台灣50正2,66,1349.0
0056,元大高股息,60,2316.0
6116,彩晶,47,389.0
4549,桓達,44,4263.0
5291,邑昇,38,2888.0
1735,日勝化,29,679.0
1609,大亞,26,859.0
5347,世界,25,2844.0
1528,恩德,25,657.0
9960,邁達康,25,619.0
2401,凌陽,23,454.0
,主動復華未來50,21,259.0
4714,永捷,20,281.0
6516,勤崴國際,20,1204.0
2355,敬鵬,20,1033.0
2610,華航,19,349.0
1905,華紙,18,273.0
1304,台聚,17,294.0
1313,聯成,16,199.0
2367,燿華,-1682,-129065.0
3481,群創,-239,-6033.0
,元大台灣50反1,-145,-2079.0
,國泰臺灣加權反1,-100,-233.0
2409,友達,-87,-1481.0
1710,東聯,-54,-776.0
1309,台達化,-53,-1329.0
2344,華邦電,-49,-4467.0
009816,凱基台灣TOP50,-37,-384.0
3236,千如,-32,-1022.0
8028,昇陽半導體,-32,-5501.0
3596,智易,-29,-5014.0
2887,台新新光金,-29,-711.0
2329,華泰,-28,-1412.0
2845,遠東銀,-27,-339.0
2027,大成鋼,-26,-979.0
,主動統一台股增長,-24,-510.0
,期元大S&P黃金正2,-23,-2285.0
6227,茂綸,-23,-2092.0
6147,頎邦,-22,-1923.0
6244,茂迪,-21,-536.0
9905,大華,-20,-421.0
3209,全科,-20,-811.0
3047,訊舟,-20,-311.0
2481,強茂,-20,-1894.0
