code,name,weight,shares,price
2887,台新新光金,1.59,75521000,23.7
2883,凱基金,1.03,52658000,21.8
2890,永豐金,1.21,44394000,30.65
2885,元大金,1.97,39848000,55.4
2891,中信金,1.76,36699000,53.5
2880,華南金,0.94,32864000,32.65
2882,國泰金,1.71,24747000,77.2
2317,鴻海,5.11,23112000,239.5
2330,台積電,40.05,20276000,2250.0
2884,玉山金,0.52,18729000,31.55
2892,第一金,0.35,13884000,28.4
2886,兆豐金,0.48,13870000,39.1
5880,合庫金,0.27,13544000,22.9
2303,聯電,1.08,13493000,83.1
2881,富邦金,0.96,11825000,92.2
1303,南亞,0.54,6574000,94.0
2412,中華電,0.71,5948000,136.0
1216,統一,0.34,5697000,69.1
3037,欣興,3.15,4186000,903.0
2308,台達電,7.77,4005000,2165.0
3711,日月光投控,1.78,3867000,520.0
3231,緯創,0.47,3632000,142.0
2382,廣達,0.98,3220000,321.0
4904,遠傳,0.25,2967000,95.8
6505,台塑化,0.14,2846000,55.4
2454,聯發科,8.55,2841000,3155.0
3045,台灣大,0.26,2695000,110.5
2301,光寶科,0.41,2516000,171.0
2603,長榮,0.47,2499000,208.0
2327,國巨*,0.67,2257000,348.5
2449,京元電子,0.38,1329000,354.0
6446,藥華藥,0.58,1011000,647.0
2357,華碩,0.46,833000,590.0
8046,南電,0.57,695000,997.0
2395,研華,0.21,591000,396.5
2345,智邦,1.29,590000,2495.0
2379,瑞昱,0.27,575000,533.0
2360,致茂,0.97,472000,2235.0
2368,金像電,0.5,395000,1480.0
3017,奇鋐,0.84,394000,2705.0
2383,台光電,1.68,386000,4730.0
1519,華城,0.21,268000,895.0
3665,貿聯-KY,0.55,228000,2875.0
6669,緯穎,0.59,135000,4755.0
3008,大立光,0.29,130000,2545.0
3653,健策,0.47,125000,4780.0
7769,鴻勁,0.61,122000,5600.0
3443,創意電子,0.45,104000,4835.0
3661,世芯-KY,0.36,90000,4150.0
2059,川湖,0.32,83000,4140.0
202605TX,臺股期貨,2.84,390,0.0
