code,name,weight,shares,price
RIVN,RIVIAN AUTOMOTIVE INC-A,1.26,32124,0.0
NU,NU HOLDINGS LTD/CAYMAN ISL-A,0.92,23690,0.0
INTC,INTEL CORP,2.9,11090,0.0
WRBY,WARBY PARKER INC-CLASS A,0.65,9842,0.0
FIGR,FIGURE TECHNOLOGY SOLUT-CL A,0.76,9524,0.0
HOOD,ROBINHOOD MARKETS INC - A,2.16,8863,0.0
GFS,GLOBALFOUNDRIES INC,1.12,8016,0.0
ZM,ZOOM COMMUNICATIONS INC,2.1,7753,0.0
ON,ON SEMICONDUCTOR,1.53,7250,0.0
NVDA,NVIDIA CORP,3.94,6847,0.0
TEM,TEMPUS AI INC,0.83,6222,0.0
TTWO,TAKE-TWO INTERACTIVE SOFTWRE,3.69,5851,0.0
LMND,LEMONADE INC,0.78,5822,0.0
CRWD,CROWDSTRIKE HOLDINGS INC - A,3.16,5714,0.0
ALGM,ALLEGRO MICROSYSTEMS INC,0.62,5445,0.0
SHOP,SHOPIFY INC - CLASS A,2.1,5344,0.0
AMKR,AMKOR TECHNOLOGY INC,0.76,5048,0.0
NOW,SERVICENOW INC,1.53,4827,0.0
GOOG,ALPHABET INC-CL C,4.06,4631,0.0
PANW,PALO ALTO NETWORKS INC,4.37,4460,0.0
DOCN,DIGITALOCEAN HOLDINGS INC,1.48,4453,0.0
GLW,CORNING INC,1.88,4436,0.0
U,UNITY SOFTWARE INC,0.52,4428,0.0
SYM,SYMBOTIC INC,0.46,4252,0.0
CRM,SALESFORCE INC,2.11,4208,0.0
TWLO,TWILIO INC - A,2.33,3837,0.0
AVGO,BROADCOM INC,3.77,3755,0.0
SNOW,SNOWFLAKE INC-CLASS A,3.11,3701,0.0
XYZ,BLOCK INC,0.76,3570,0.0
NET,CLOUDFLARE INC - CLASS A,2.84,3523,0.0
ORCL,ORACLE CORP,1.33,3451,0.0
TSLA,TESLA INC,2.69,3082,0.0
CRWV,COREWEAVE INC,0.82,3070,0.0
LRCX,LAM RESEARCH CORP,2.21,2601,0.0
HUBS,HUBSPOT INC,1.47,2565,0.0
MSFT,MICROSOFT CORP,3.09,2445,0.0
ENTG,ENTEGRIS INC,0.85,2060,0.0
TXN,TEXAS INSTRUMENTS INC,1.46,2041,0.0
SPCX,SPACE EXPLORATION TECHN-CL A,0.72,2028,0.0
AMD,ADVANCED MICRO DEVICES,2.65,2020,0.0
CRCL,CIRCLE INTERNET GROUP INC,0.33,1826,0.0
CIEN,CIENA CORP,2.0,1824,0.0
ENPH,ENPHASE ENERGY INC,0.19,1816,0.0
BE,BLOOM ENERGY CORP- A,1.05,1784,0.0
META,META PLATFORMS INC-CLASS A,2.57,1704,0.0
TTMI,TTM TECHNOLOGIES,0.58,1623,0.0
PLTR,PALANTIR TECHNOLOGIES INC-A,0.69,1552,0.0
AMZN,AMAZON.COM INC,1.0,1494,0.0
ADBE,ADOBE INC,0.94,1399,0.0
VICR,VICOR CORP,0.82,1375,0.0
MTSI,MACOM TECHNOLOGY SOLUTIONS H,1.08,1341,0.0
ESTC,ELASTIC NV,0.24,1086,0.0
ADI,ANALOG DEVICES INC,1.07,1076,0.0
CDNS,CADENCE DESIGN SYS INC,0.88,1058,0.0
TSM,TAIWAN SEMICONDUCTOR-SP ADR,1.11,1023,0.0
APP,APPLOVIN CORP-CLASS A,0.6,740,0.0
ROK,ROCKWELL AUTOMATION INC,0.84,731,0.0
LITE,LUMENTUM HOLDINGS INC,1.71,725,0.0
AMAT,APPLIED MATERIALS INC,0.68,524,0.0
FN,FABRINET,0.74,510,0.0
ASML,ASML HOLDING NV-NY REG SHS,1.77,375,0.0
CBRS,CEREBRAS SYSTEMS INC - A,0.2,350,0.0
MU,MICRON TECHNOLOGY INC,0.81,328,0.0
SNDK,SANDISK CORP-W/I,0.61,145,0.0
