code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,國泰臺灣加權反1,780,0,780,131.7,1.69
,主動統一升級50,440,139,301,321.3,10.69
1409,新纖,102,6,96,218.9,22.8
2618,長榮航,82,15,67,242.4,36.14
00918,大華優利高填息30,60,1,59,172.2,29.19
8473,山林水,59,4,55,261.6,47.56
3338,泰碩,50,0,50,367.2,73.44
,期元大S&P石油,49,1,48,132.9,27.7
9105,泰金寶-DR,97,56,41,37.3,9.08
,主動復華未來50,56,22,34,67.7,19.7
,新光BBB投等債20+,30,0,30,28.2,9.39
8039,台虹,48,20,28,459.1,162.22
2382,廣達,45,19,26,878.2,338.57
4938,和碩,69,44,25,219.1,87.12
1909,榮成,24,0,24,21.4,8.9
1310,台苯,20,0,20,16.0,8.0
3027,盛達,20,0,20,39.2,19.57
00712,復華富時不動產,20,0,20,17.5,8.77
1539,巨庭,20,0,20,33.2,16.6
1466,聚隆,20,0,20,27.0,13.5
3045,台灣大,20,0,20,223.0,111.5
2351,順德,25,5,20,420.7,213.01
2303,聯電,119,100,19,253.4,133.36
,主動統一台股增長,78,59,19,58.9,31.58
2484,希華,28,10,18,100.5,54.6
,元大美債20正2,0,440,-440,-303.6,6.91
,元大台灣50反1,65,325,-260,-269.7,10.37
2317,鴻海,40,284,-244,-6913.8,282.88
2409,友達,184,406,-222,-501.3,22.5
5314,世紀*,3,194,-191,-1184.2,62.01
3481,群創,498,673,-175,-883.7,50.45
2353,宏碁,6,167,-161,-558.3,34.57
,元大台灣50正2,14,165,-151,-546.5,36.01
1312,國喬,87,224,-137,-141.6,10.34
1563,巧新,0,105,-105,-705.2,67.16
2442,新美齊,0,100,-100,-185.3,18.53
2324,仁寶,94,184,-90,-331.4,36.63
2344,華邦電,21,110,-89,-1401.2,156.97
1326,台化,7,94,-87,-426.8,48.78
,期元大S&P原油反1,0,75,-75,-97.9,13.05
00878,國泰永續高股息,27,101,-74,-227.6,30.57
2356,英業達,85,158,-73,-513.3,70.32
009816,凱基台灣TOP50,27,100,-73,-110.3,15.2
0050,元大台灣50,3,74,-71,-733.7,103.42
5880,合庫金,11,81,-70,-158.9,22.7
,群益ESG投等債20+,0,70,-70,-103.9,14.84
5425,台半,136,196,-60,-788.0,131.55
,主動群益科技創新,2,60,-58,-106.7,18.4
3706,神達,56,112,-56,-497.4,88.77
2913,農林,0,55,-55,-59.0,10.81
