code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
009816,凱基台灣TOP50,145,6,139,210.4,15.14
2033,佳大,115,0,115,212.6,18.49
,主動統一台股增長,71,7,64,183.3,28.68
00918,大華優利高填息30,46,0,46,154.4,33.5
00878,國泰永續高股息,41,1,40,131.1,32.94
00935,野村臺灣新科技50,36,0,36,204.4,56.77
2449,京元電子,31,2,29,718.9,247.37
1608,華榮,27,2,25,89.2,35.68
,國泰臺灣加權反1,23,0,23,3.8,1.65
,元大台灣50反1,22,1,21,21.6,10.17
2801,彰銀,24,3,21,46.2,23.03
2208,台船,20,0,20,38.1,19.04
5907,大洋-KY,20,0,20,9.6,4.8
2610,華航,19,1,18,37.1,20.55
2027,大成鋼,20,3,17,79.4,46.71
6116,彩晶,40,23,17,24.7,14.54
2885,元大金,16,0,16,108.5,67.8
,主動中信台灣收益,22,6,16,15.0,9.35
6182,合晶,21,7,14,146.1,98.24
,主動富邦台灣龍耀,13,0,13,10.6,8.14
009826,貝萊德世界股票,12,0,12,12.9,10.31
8926,台汽電,12,0,12,69.1,57.42
6005,群益證,11,0,11,38.9,33.65
1810,和成,11,0,11,27.3,24.83
,主動群益台灣強棒,10,0,10,23.0,22.75
2002,中鋼,56,339,-283,-547.1,19.33
,主動統一升級50,6,129,-123,-121.6,9.93
009821,野村稀土關鍵資源,2,72,-70,-104.5,14.93
,群益臺灣加權正2,1,47,-46,-52.3,11.38
5880,合庫金,9,55,-46,-119.9,26.11
1605,華新,2,47,-45,-166.9,36.89
,元大台灣50正2,5,48,-43,-150.6,34.82
,主動復華未來50,0,41,-41,-71.0,17.45
,主動野村臺灣高息,0,35,-35,-38.8,11.08
2408,南亞科,11,43,-32,-1619.8,496.57
2609,陽明,10,41,-31,-157.9,50.91
6547,高端疫苗,0,30,-30,-153.3,51.09
2301,光寶科,0,28,-28,-758.6,265.09
2882,國泰金,0,26,-26,-260.0,100.0
0056,元大高股息,0,25,-25,-134.0,52.27
2337,旺宏,22,43,-21,-280.1,134.17
2891,中信金,0,20,-20,-137.9,66.29
3094,聯傑,0,20,-20,-72.2,36.1
2344,華邦電,17,36,-19,-353.0,183.69
2332,友訊,1,19,-18,-41.4,23.02
2409,友達,19,35,-16,-45.9,28.16
1718,中纖,7,23,-16,-16.6,10.23
2327,國巨*,5,21,-16,-913.3,572.14
2354,鴻準,5,19,-14,-92.7,63.96
2103,台橡,0,14,-14,-38.4,27.41
