code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動凱基台灣,392,52,340,303.4,8.9
,主動統一升級50,345,36,309,307.1,9.92
0050,元大台灣50,325,64,261,2720.8,103.98
,主動復華未來50,259,2,257,466.5,18.17
,主動統一台股增長,648,395,253,704.5,27.81
,群益臺灣加權正2,251,4,247,282.3,11.41
,元大台灣50正2,329,188,141,508.1,36.03
00961,FT臺灣永續高息,123,0,123,154.1,12.53
3481,群創,287,178,109,614.3,56.31
2634,漢翔,135,34,101,672.5,66.58
1909,榮成,100,8,92,95.3,10.36
,國泰臺灣加權反1,81,0,81,13.6,1.68
6727,亞泰金屬,80,0,80,3373.0,419.0
,主動富邦台灣龍耀,179,104,75,61.5,8.11
00928,中信上櫃ESG30,72,0,72,248.6,34.53
1905,華紙,145,81,64,93.9,14.81
2409,友達,135,73,62,177.9,28.44
2887,台新新光金,62,0,62,215.3,34.72
2344,華邦電,110,52,58,929.3,160.35
,主動群益台灣強棒,57,0,57,130.9,22.9
,主動群益科技創新,56,0,56,95.0,16.81
,群益ESG投等債20+,54,0,54,80.4,14.77
6182,合晶,265,216,49,811.1,164.02
00927,群益半導體收益,53,5,48,191.7,39.44
8112,至上,54,6,48,406.7,84.55
2547,日勝生,0,341,-341,-378.5,11.1
,富邦臺灣加權反1,0,250,-250,-144.3,5.77
4764,雙鍵,10,195,-185,-5754.6,311.06
6477,安集,5,128,-123,-535.1,43.5
2913,農林,21,108,-87,-97.1,11.18
4306,炎洲,0,66,-66,-96.7,14.65
2303,聯電,28,82,-54,-813.6,148.68
5483,中美晶,71,122,-51,-1252.9,244.76
1102,亞泥,6,55,-49,-168.8,34.45
2643,捷迅,10,54,-44,-263.5,59.88
,群益投資級電信債,0,40,-40,-142.2,35.55
6753,龍德造船,5,41,-36,-567.1,157.51
009814,富邦標普500,0,36,-36,-40.5,11.25
00918,大華優利高填息30,29,62,-33,-101.3,31.15
2327,國巨*,26,58,-32,-2621.6,819.1
3710,連展投控,20,50,-30,-16.7,5.58
,國泰收益非投等債,0,30,-30,-30.0,10.0
4178,永笙-KY,0,30,-30,-54.3,18.08
2329,華泰,16,45,-29,-140.5,48.44
6239,力成,5,33,-28,-850.3,308.99
6505,台塑化,3,30,-27,-181.3,66.27
6257,矽格,2,28,-26,-557.5,219.48
8261,富鼎,9,33,-24,-683.7,281.12
009824,群益美國科技巨頭,1,25,-24,-24.0,10.02
2484,希華,3,26,-23,-182.9,80.21
