code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
009816,凱基台灣TOP50,264,5,259,419.0,16.16
3481,群創,324,160,164,1115.3,68.21
6116,彩晶,125,62,63,126.6,20.03
2353,宏碁,67,4,63,218.5,34.64
,主動安聯台灣高息,54,0,54,93.5,17.31
2344,華邦電,113,68,45,1045.9,229.16
,主動復華未來50,40,2,38,80.6,21.2
009821,野村稀土關鍵資源,38,3,35,61.7,17.74
,期街口布蘭特正2,33,0,33,128.7,38.99
2312,金寶,36,10,26,94.2,36.21
2352,佳世達,27,1,26,78.4,31.15
,主動中信台灣收益,25,2,23,24.2,10.51
2834,臺企銀,22,1,21,36.7,17.5
2342,茂矽,24,5,19,111.7,58.78
00935,野村臺灣新科技50,18,0,18,121.1,64.23
5426,振發,30,12,18,70.8,39.35
2484,希華,29,12,17,115.0,67.44
2542,興富發,16,0,16,69.0,43.13
1905,華紙,16,0,16,29.6,18.52
8028,昇陽半導體,18,2,16,507.9,317.44
2324,仁寶,53,37,16,62.2,38.96
3149,正達,19,3,16,166.0,104.09
5880,合庫金,22,6,16,38.0,24.38
,主動第一金台股優,20,6,14,25.9,18.49
3707,漢磊,24,10,14,124.3,88.75
,元大台灣50正2,22,282,-260,-1061.3,40.88
,群益ESG投等債20+,0,85,-85,-126.8,14.92
,元大台灣50反1,66,145,-79,-76.1,9.66
00918,大華優利高填息30,5,80,-75,-241.2,32.16
00939,統一台灣高息動能,0,65,-65,-142.7,21.95
1802,台玻,11,75,-64,-489.7,76.49
2409,友達,78,136,-58,-184.1,31.63
1605,華新,10,67,-57,-237.3,41.64
00919,群益台灣精選高息,22,79,-57,-175.7,30.87
1310,台苯,0,51,-51,-51.8,10.15
1326,台化,3,49,-46,-260.0,56.51
00940,元大台灣價值高息,2,39,-37,-47.6,12.79
,主動統一升級50,55,90,-35,-39.7,11.4
0056,元大高股息,12,46,-34,-183.6,54.06
,主動統一台股增長,33,63,-30,-97.6,32.3
3501,維熹,0,30,-30,-123.0,41.0
2646,星宇航空,22,50,-28,-59.1,21.12
2515,中工,0,28,-28,-37.8,13.54
,元大美債20年,0,25,-25,-67.4,26.94
2340,台亞,8,32,-24,-103.4,43.06
2609,陽明,30,53,-23,-122.0,53.03
0050,元大台灣50,8,29,-21,-225.7,110.66
3615,安可,0,20,-20,-123.0,60.9
1301,台塑,4,23,-19,-101.1,52.95
2369,菱生,5,24,-19,-75.6,39.77
