code,name,net_shares,net_amount
2337,旺宏,568,75849.0
2489,瑞軒,506,15174.0
3708,上緯投控,340,41239.0
4958,臻鼎-KY,300,65977.0
1304,台聚,197,3122.0
7723,築間,174,6084.0
1314,中石化,126,1054.0
4949,有成精密,111,7254.0
4938,和碩,110,9002.0
,元大台灣50反1,108,1507.0
,主動群益台灣強棒,103,1744.0
009816,凱基台灣TOP50,102,1110.0
2027,大成鋼,101,3700.0
2353,宏碁,100,2724.0
,主動中信非投等債,100,1033.0
3481,群創,60,1522.0
,主動群益科技創新,56,775.0
1785,光洋科,52,4689.0
6443,元晶,44,1988.0
1313,聯成,43,568.0
00919,群益台灣精選高息,41,937.0
2380,虹光,36,218.0
1402,遠東新,35,911.0
2408,南亞科,32,8085.0
8105,凌巨,32,414.0
4967,十銓,-355,-81673.0
3508,位速,-198,-9213.0
2891,中信金,-167,-8816.0
2883,凱基金,-131,-2641.0
2329,華泰,-123,-6657.0
,主動元大AI新經濟,-115,-1448.0
3049,精金,-91,-1277.0
,主動統一台股增長,-87,-1859.0
6770,力積電,-83,-5405.0
8431,匯鑽科,-78,-5200.0
2002,中鋼,-71,-1388.0
2880,華南金,-62,-2088.0
6962,奕力-KY,-53,-1749.0
,土銀富邦R2,-50,-551.0
1905,華紙,-42,-572.0
2349,錸德,-42,-613.0
2313,華通,-35,-9365.0
2105,正新,-34,-1030.0
0056,元大高股息,-32,-1239.0
1301,台塑,-31,-1488.0
3576,聯合再生,-30,-754.0
2367,燿華,-30,-2222.0
1326,台化,-29,-1347.0
00662,富邦NASDAQ,-27,-2679.0
00830,國泰費城半導體,-24,-1366.0
