code,name,net_shares,net_amount
2454,聯發科,236,399890.0
,主動群益科技創新,172,2353.0
,主動台新優勢成長,150,1894.0
2408,南亞科,129,31732.0
,主動統一台股增長,122,2591.0
2405,輔信,119,1921.0
1802,台玻,78,4494.0
2455,全新,65,14693.0
009816,凱基台灣TOP50,58,628.0
1710,東聯,58,918.0
3714,富采,57,2723.0
2867,三商壽,55,416.0
00919,群益台灣精選高息,54,1236.0
2344,華邦電,52,6076.0
6164,華興,50,663.0
6244,茂迪,49,1542.0
2303,聯電,47,2744.0
2501,國建,45,1076.0
6167,久正,43,655.0
6152,百一,39,762.0
6285,啟碁,38,6569.0
3017,奇鋐,36,71711.0
00712,復華富時不動產,35,305.0
2605,新興,34,1661.0
2313,華通,35,7719.0
4906,正文,-144,-4810.0
1717,長興,-128,-8826.0
2537,聯上發,-123,-1280.0
5864,致和證,-110,-2771.0
6531,愛普*,-110,-62056.0
6147,頎邦,-91,-6620.0
,元大台灣50反1,-86,-1216.0
6127,九豪,-74,-3630.0
,元大美債20年,-72,-1980.0
3481,群創,-69,-1754.0
2034,允強,-68,-1402.0
6770,力積電,-54,-3938.0
2449,京元電子,-41,-12622.0
2610,華航,-40,-745.0
4960,誠美材,-39,-1017.0
,主動復華未來50,-33,-434.0
2615,萬海,-29,-2264.0
6116,彩晶,-28,-247.0
8110,華東,-27,-1686.0
2317,鴻海,-27,-5489.0
3105,穩懋,-27,-8871.0
2406,國碩,-26,-931.0
2337,旺宏,-26,-4016.0
2323,中環,-25,-328.0
,元大AAA至A公司債,-25,-798.0
