code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2324,仁寶,1036,4,1032,3043.8,29.49
3481,群創,1396,412,984,2850.5,28.98
,主動野村臺灣高息,607,21,586,612.7,10.47
,元大台灣50正2,139,25,114,374.0,32.82
8299,群聯,138,33,105,25075.2,2383.71
1809,中釉,131,33,98,332.7,33.93
2344,華邦電,266,171,95,1070.3,113.49
009816,凱基台灣TOP50,119,36,83,117.6,14.13
,主動國泰動能高息,80,0,80,111.4,13.91
00927,群益半導體收益,76,1,75,258.3,34.07
3260,威剛,102,45,57,2673.0,467.26
2812,台中銀,98,41,57,112.1,19.63
3709,鑫聯大投控,56,0,56,482.5,86.15
3024,憶聲,56,5,51,73.8,14.47
3714,富采,54,3,51,363.9,72.05
2353,宏碁,50,2,48,135.1,28.15
,期元大S&P原油反1,47,0,47,59.1,12.58
,期街口布蘭特正2,46,0,46,272.3,59.2
5388,中磊,46,1,45,369.6,82.18
1303,南亞,44,3,41,379.8,90.9
0056,元大高股息,83,42,41,180.3,44.47
00887,永豐中國科技50大,37,1,36,55.7,15.48
0050,元大台灣50,53,18,35,345.2,97.76
8150,南茂,48,16,32,287.0,90.02
4958,臻鼎-KY,39,9,30,1257.5,415.54
2356,英業達,10,538,-528,-2645.5,50.01
3033,威健,37,422,-385,-1658.3,43.07
8996,高力,2,215,-213,-22954.0,1074.67
8028,昇陽半導體,8,206,-198,-4540.4,229.44
1440,南紡,2,178,-176,-219.1,12.45
6770,力積電,32,202,-170,-1067.2,62.66
,主動群益美國增長,0,151,-151,-188.3,12.43
1611,中電,0,150,-150,-175.8,11.72
,主動統一台股增長,227,367,-140,-418.0,29.66
,復華香港正2,2,131,-129,-236.8,18.36
,主動群益科技創新,5,109,-104,-187.5,18.05
6016,康和證,60,160,-100,-214.4,21.44
8261,富鼎,6,83,-77,-973.3,126.4
6285,啟碁,23,91,-68,-1664.3,246.24
6182,合晶,52,116,-64,-348.2,53.94
3707,漢磊,69,133,-64,-513.4,80.19
1802,台玻,53,117,-64,-472.2,73.89
00878,國泰永續高股息,23,86,-63,-175.9,27.77
,群益ESG投等債20+,0,61,-61,-90.4,14.81
1722,台肥,2,60,-58,-272.5,46.97
8182,加高,13,69,-56,-231.9,41.39
8289,泰藝,38,94,-56,-281.0,50.17
6116,彩晶,1,55,-54,-49.4,9.15
3017,奇鋐,8,55,-47,-11166.1,2409.35
6109,亞元,5,50,-45,-55.4,12.3
