code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
6770,力積電,86,13,73,495.1,67.26
,主動統一台股增長,78,28,50,144.6,28.87
,第一金優選非投債,46,0,46,42.6,9.27
,主動中信台灣收益,48,10,38,36.7,9.5
3481,群創,46,9,37,172.8,47.32
00919,群益台灣精選高息,39,3,36,109.7,30.37
,群益優選非投等債,35,0,35,33.9,9.67
,主動統一升級50,31,2,29,29.0,9.92
0050,元大台灣50,30,1,29,300.0,103.24
6290,良維,22,0,22,445.1,205.1
2303,聯電,25,5,20,234.5,114.9
00954,中信日本半導體,20,0,20,36.6,18.3
,主動凱基台灣,22,2,20,19.2,9.61
1312,國喬,19,0,19,22.5,11.84
2891,中信金,16,1,15,101.6,65.08
2324,仁寶,19,4,15,57.9,38.57
2344,華邦電,24,10,14,249.1,166.64
2887,台新新光金,12,0,12,46.2,36.32
2481,強茂,16,5,11,151.1,134.7
3264,欣銓,11,0,11,231.3,208.34
2605,新興,18,8,10,37.0,35.94
,元大台灣50正2,35,25,10,33.1,32.82
2883,凱基金,10,0,10,30.6,30.54
9939,宏全,10,0,10,128.0,128.0
6907,雅特力-KY,10,0,10,192.0,192.0
2903,遠百,0,54,-54,-120.0,22.22
,群益臺灣加權正2,14,52,-38,-41.6,11.18
2609,陽明,6,32,-26,-154.0,57.92
2357,華碩,0,21,-21,-1881.8,896.1
1313,聯成,0,20,-20,-23.1,11.55
9934,成霖,0,20,-20,-22.8,11.4
00881,國泰台灣科技龍頭,3,21,-18,-86.0,48.18
2511,太子,0,12,-12,-10.0,8.21
6873,泓德能源,0,12,-12,-82.2,68.5
6953,家碩,0,11,-11,-255.3,232.05
2030,彰源,0,10,-10,-21.3,21.3
9945,潤泰新,0,10,-10,-29.7,29.7
2371,大同,0,10,-10,-27.2,27.2
5531,鄉林,0,10,-10,-7.4,7.41
2331,精英,0,10,-10,-19.5,19.5
00830,國泰費城半導體,167,177,-10,-84.0,85.32
00662,富邦NASDAQ,0,8,-8,-93.1,120.93
2886,兆豐金,0,6,-6,-29.8,46.96
2543,皇昌,0,6,-6,-22.8,38.03
2401,凌陽,0,6,-6,-15.5,25.9
00882,中信中國高股息,0,6,-6,-8.9,14.9
2301,光寶科,3,9,-6,-166.5,278.85
,群益ESG投等債20+,1,7,-6,-8.1,14.23
1310,台苯,0,5,-5,-4.1,8.11
6190,萬泰科,0,5,-5,-32.5,65.0
