code,name,weight,shares,price
2330,台積電,58.11,567762332,2350.0
2887,台新新光金,0.84,544732532,36.4
2891,中信金,1.12,411496421,64.9
2884,玉山金,0.6,372000098,37.8
2883,凱基金,0.48,366300732,30.4
2890,永豐金,0.52,304693100,39.4
2317,鴻海,3.01,283814495,245.0
2886,兆豐金,0.55,275058112,47.05
2303,聯電,1.35,271035517,115.5
2885,元大金,0.71,266812450,62.5
2892,第一金,0.37,260808788,33.6
5880,合庫金,0.27,250531644,24.85
2882,國泰金,0.93,221796595,98.3
2880,華南金,0.36,216218864,39.0
2881,富邦金,1.07,193985179,128.5
1216,統一,0.39,115114326,77.5
1303,南亞,0.92,114543876,187.5
2412,中華電,0.52,88776366,136.0
3711,日月光投控,1.96,77117577,588.0
2344,華邦電,0.55,71923096,168.0
3231,緯創,0.54,70230948,182.0
2382,廣達,0.87,61474987,331.0
2301,光寶科,0.52,45503265,273.5
2308,台達電,3.37,44876705,1765.0
4904,遠傳,0.18,41317042,101.5
2327,國巨*,0.89,36594874,576.0
2454,聯發科,5.45,34206681,3845.0
3045,台灣大,0.16,32993043,113.5
3037,欣興,1.51,30658181,1130.0
6505,台塑化,0.08,26939527,70.2
2449,京元電子,0.27,26570269,235.0
2408,南亞科,0.59,26544828,481.0
2603,長榮,0.27,25439680,240.5
4958,臻鼎-KY,0.35,17729286,457.0
2357,華碩,0.62,15699049,925.0
2345,智邦,1.04,11515120,2125.0
2395,研華,0.31,10741852,694.0
2360,致茂,0.79,8568252,2120.0
2368,金像電,0.35,7991914,1040.0
3017,奇鋐,0.96,7437204,3095.0
2383,台光電,1.74,6753875,5880.0
8046,南電,0.26,4983570,1180.0
3665,貿聯-KY,0.4,4158610,2200.0
6669,緯穎,0.66,2415884,6375.0
3008,大立光,0.52,2186460,5550.0
3653,健策,0.49,2023245,5460.0
3443,創意,0.45,1864670,5295.0
3661,世芯-KY,0.3,1839096,3630.0
7769,鴻勁,0.37,1325380,6445.0
2059,川湖,0.77,1281444,14095.0
202609TX,臺股期貨,0.23,588,0.0
202609NYF,台灣50ETF股票期貨,0.03,578,0.0
