code,name,weight,shares,price
2887,台新新光金,2.3,4111000,24.65
2883,凱基金控,1.75,3847000,20.0
2880,華南金控,2.37,3098000,33.85
2885,元大金,2.69,2746000,44.25
2891,中信金,2.94,2539000,51.3
1102,亞泥,1.73,2205000,34.75
2303,聯電,2.95,2194000,60.6
1402,遠東新,1.31,2129000,27.95
2882,國泰金,3.08,1902000,72.5
2324,仁寶,1.29,1772000,32.65
2881,富邦金控,3.24,1625025,89.4
9904,寶成,1.0,1494000,30.2
2610,華航,0.62,1483000,18.9
3045,台灣大,3.2,1331000,106.0
6005,群益證券,0.82,1302000,27.8
2897,王道銀行,0.28,1256000,9.98
2618,長榮航,0.82,1081000,33.7
4904,遠傳,1.77,851000,92.2
3481,群創光電,0.5,742000,32.95
1605,華新,0.52,718000,32.05
2820,華票,0.28,717000,17.0
2382,廣達,4.41,676000,288.5
1434,福懋,0.25,670000,16.65
9907,統一實,0.27,649000,18.25
2890,永豐金控,0.44,620000,31.9
2501,國建,0.28,543000,22.85
2903,遠百,0.28,540000,23.15
4938,和碩,0.88,511000,77.1
2851,中央再保,0.29,445000,28.85
8112,至上電子,0.87,440000,89.2
1303,南亞,0.83,440000,77.5
1227,佳格,0.27,409000,29.25
6548,長科*,0.44,401000,48.6
1326,台化,0.37,391000,42.65
6282,康舒,0.4,383000,45.9
2855,統一證券,0.26,381000,30.3
3036,文曄,1.93,363000,231.5
3702,大聯大,0.61,360000,73.5
3264,欣銓,1.17,342000,151.0
2441,超豐,0.64,335000,85.4
1785,光洋科,0.59,320000,82.0
2603,長榮海運,1.34,286000,211.5
8070,長華*,0.28,283000,43.65
6770,力積電,0.39,268000,63.1
2352,佳世達,0.12,217000,23.65
2353,宏碁,0.13,206000,27.9
2912,統一超商,0.98,199000,215.0
9910,豐泰,0.35,185000,86.8
1815,富喬工業,0.43,179000,107.5
2637,慧洋-KY,0.25,168000,69.2
2006,東和鋼鐵,0.29,167000,81.0
8415,大國鋼,0.13,166000,33.7
2344,華邦電子,0.4,162000,109.0
2385,群光,0.45,159000,124.0
6239,力成,0.71,156000,204.5
2379,瑞昱,1.59,150000,473.0
8021,尖點,0.8,145000,236.5
2376,技嘉,0.75,142000,228.0
2486,一詮精密,0.49,142000,138.5
2449,京元電子,0.94,141000,300.0
6257,矽格,0.4,136000,129.5
3711,日月光投控,1.04,135000,335.0
3037,欣興,1.46,127000,480.0
3006,晶豪,0.46,127000,163.5
2492,華新科,0.37,127000,125.0
3105,穩懋,0.84,119000,313.0
2474,可成,0.49,117000,187.0
2330,台積電,4.61,110000,1885.0
2850,新光產險,0.29,106000,117.0
3374,精材,0.4,102000,171.5
2313,華通,0.48,100000,200.0
3260,威剛科技,0.8,99000,359.5
1560,中砂,1.01,97000,456.0
3010,華立,0.28,94000,130.0
2206,三陽工業,0.12,93000,58.3
2357,華碩,1.2,90000,581.0
6290,良維,0.43,88000,218.5
6023,元大期貨,0.18,84000,94.3
3189,景碩科技,0.47,65000,289.0
6903,巨漢,0.47,64000,324.0
2467,志聖,0.52,63000,365.0
3227,原相,0.26,59000,198.0
2377,微星,0.12,59000,94.3
6691,洋基工程,0.8,57000,636.0
6446,藥華醫藥,0.82,55000,664.0
9917,中保,0.13,52000,112.5
5289,宜鼎國際,1.17,51000,1015.0
3005,神基科技,0.15,49000,136.0
7795,長廣,0.42,47000,388.5
5234,達興材料,0.41,46000,402.0
2458,義隆,0.15,45000,143.0
9939,宏全國際,0.12,45000,119.0
6176,瑞儀光電,0.1,45000,97.2
3363,上詮,0.62,44000,624.0
8358,金居開發,0.23,43000,241.5
2308,台達電子,1.0,32000,1370.0
2327,國巨*,0.17,29000,251.5
8299,群聯電子,1.14,28000,1800.0
2360,致茂,0.9,26000,1495.0
3491,昇達科技,0.74,25000,1310.0
2383,台光電子,1.22,20000,2600.0
1795,美時製藥,0.11,20000,258.5
1519,華城,0.4,19000,922.0
6414,樺漢,0.12,19000,274.0
2368,金像電子,0.38,18000,911.0
6121,新普科技,0.14,17000,352.0
4766,南寶,0.12,17000,313.5
3081,聯亞光電,0.54,16000,1485.0
6274,台燿,0.16,14000,497.5
2345,智邦,0.39,12000,1505.0
6442,光聖,0.34,9000,1690.0
6223,旺矽,0.56,7000,3550.0
6515,穎崴,0.85,6000,6330.0
2301,光寶科技,0.02,6000,159.5
5274,信驊科技,1.19,5000,10495.0
6510,精測,0.44,5000,3855.0
3443,創意電子,0.26,5000,2290.0
3017,奇鋐,0.21,5000,1875.0
7769,鴻勁,0.36,4000,4325.0
3653,健策,0.07,1000,3440.0
6805,富世達,0.04,1000,1840.0
202603TX,台指期貨,1.95,13,0.0
