code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,國泰臺灣加權反1,500,0,500,79.0,1.58
,元大台灣50反1,547,58,489,478.4,9.78
,主動聯博全球非投,320,0,320,323.2,10.1
3481,群創,546,255,291,1990.2,68.49
1785,光洋科,183,27,156,2410.8,154.74
00919,群益台灣精選高息,181,28,153,471.5,30.82
,期元大S&P原油反1,100,0,100,146.5,14.65
,主動富邦台灣龍耀,113,22,91,89.7,9.82
8150,南茂,182,96,86,971.9,114.02
,主動元大AI新經濟,89,13,76,162.6,21.62
1905,華紙,69,9,60,112.5,18.76
2342,茂矽,84,25,59,346.6,58.64
009819,中信數據及電力,105,50,55,58.6,10.65
,元大台灣50正2,100,47,53,216.9,41.04
2812,台中銀,52,0,52,102.4,19.7
2332,友訊,108,57,51,86.5,16.96
,群益臺灣加權反1,50,0,50,4.8,0.96
6182,合晶,76,29,47,570.0,120.66
2458,義隆,47,5,42,763.3,180.87
2641,正德,56,16,40,75.4,18.84
2371,大同,37,0,37,104.4,28.22
3042,晶技,43,7,36,736.6,200.99
8088,品安,53,19,34,237.4,69.42
2353,宏碁,67,34,33,112.7,33.87
5531,鄉林,33,0,33,26.6,8.06
2002,中鋼,27,310,-283,-551.1,19.49
2409,友達,40,285,-245,-744.1,30.31
,富邦日本反1,0,235,-235,-87.0,3.7
2369,菱生,23,240,-217,-880.1,40.56
,元大美債20正2,0,200,-200,-140.8,7.04
2610,華航,23,167,-144,-311.6,21.64
00918,大華優利高填息30,16,152,-136,-437.7,32.18
009816,凱基台灣TOP50,19,144,-125,-201.7,16.15
6770,力積電,9,96,-87,-706.3,81.13
2324,仁寶,18,103,-85,-328.9,38.38
009805,新光美國電力基建,0,83,-83,-140.4,16.91
1802,台玻,51,131,-80,-615.0,76.28
00928,中信上櫃ESG30,0,75,-75,-305.6,40.74
1301,台塑,49,123,-74,-389.3,52.88
1310,台苯,5,78,-73,-73.9,10.13
2337,旺宏,57,128,-71,-1349.9,189.25
,主動統一全球創新,29,87,-58,-137.8,23.76
3707,漢磊,22,79,-57,-525.9,92.27
1314,中石化,38,94,-56,-45.1,8.05
,主動安聯美國科技,3,55,-52,-52.8,10.01
2351,順德,0,51,-51,-1081.5,212.05
2834,臺企銀,6,56,-50,-87.9,17.48
,主動統一升級50,195,243,-48,-54.8,11.37
2498,宏達電,103,151,-48,-239.7,49.91
4763,材料*-KY,1,49,-48,-215.4,44.87
