code,name,net_shares,net_amount
00919,群益台灣精選高息,141,3182.0
3481,群創,95,2354.0
0050,元大台灣50,93,6886.0
009816,凱基台灣TOP50,88,934.0
6770,力積電,60,3527.0
3576,聯合再生,56,1307.0
,中信中國50正2,50,507.0
,主動群益科技創新,43,575.0
0052,富邦科技,32,1425.0
6147,頎邦,31,2417.0
,主動復華未來50,26,324.0
,元大滬深300正2,20,376.0
3209,全科,20,889.0
,野村10+澳洲公債,20,306.0
,平衡凱基雙核收息,20,219.0
,富邦臺灣加權反1,20,159.0
00887,永豐中國科技50大,20,245.0
0056,元大高股息,19,743.0
,群益ESG投等債20+,18,266.0
1802,台玻,18,959.0
6285,啟碁,18,3265.0
,國泰臺灣加權正2,16,950.0
3455,由田,15,1937.0
00830,國泰費城半導體,12,703.0
3260,威剛,11,4076.0
,主動野村臺灣優選,-148,-2591.0
,元大台灣50反1,-95,-1368.0
,主動統一台股增長,-55,-1117.0
,國泰20年美債正2,-53,-372.0
,國泰臺灣加權反1,-51,-119.0
1409,新纖,-50,-800.0
1337,再生-KY,-35,-215.0
2515,中工,-30,-410.0
6005,群益證,-30,-847.0
,元大美債20正2,-30,-211.0
3049,精金,-27,-342.0
00955,中信日本商社,-26,-411.0
2367,燿華,-25,-2282.0
3715,定穎投控,-24,-4766.0
,期街口布蘭特正2,-24,-1322.0
2605,新興,-23,-991.0
1314,中石化,-23,-188.0
2347,聯強,-20,-1578.0
6821,聯寶,-20,-1123.0
4114,健喬,-20,-620.0
3062,建漢,-17,-470.0
3313,斐成,-16,-210.0
2489,瑞軒,-15,-539.0
,主動第一金台股優,-15,-188.0
2413,環科,-14,-780.0
