code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2344,華邦電,104,6,98,1157.3,118.05
1718,中纖,69,0,69,44.7,6.47
,主動統一升級50,93,65,28,28.3,10.0
,主動國泰動能高息,33,7,26,34.6,13.38
,復華香港正2,20,0,20,34.5,17.27
,富邦恒生國企正2,20,0,20,19.5,9.75
2313,華通,26,7,19,513.1,262.88
,元大台灣50反1,22,5,17,19.6,11.35
1101,台泥,15,0,15,36.3,24.2
6147,頎邦,41,30,11,241.8,217.87
1721,三晃,11,0,11,32.9,29.93
5483,中美晶,12,2,10,145.0,144.55
6873,泓德能源,10,0,10,88.7,88.66
2101,南港,10,0,10,31.1,31.1
6127,九豪,28,18,10,52.7,52.73
2481,強茂,22,12,10,128.2,134.21
1314,中石化,10,1,9,6.4,7.08
1785,光洋科,10,1,9,126.6,142.28
2892,第一金,9,0,9,24.1,27.76
009816,凱基台灣TOP50,24,16,8,11.9,13.85
2337,旺宏,22,14,8,114.7,142.25
3437,榮創,10,2,8,20.1,25.13
,主動統一全球創新,7,0,7,13.4,19.12
8064,東捷,6,0,6,75.6,124.89
6116,彩晶,12,6,6,6.5,10.78
00878,國泰永續高股息,0,317,-317,-875.2,27.6
1303,南亞,1,114,-113,-978.0,86.52
3714,富采,4,103,-99,-708.6,71.58
1605,華新,10,86,-76,-272.8,35.88
3481,群創,35,110,-75,-306.8,40.39
2324,仁寶,15,66,-51,-151.7,29.69
2002,中鋼,2,53,-51,-92.8,18.25
00940,元大台灣價值高息,0,38,-38,-42.8,11.25
2332,友訊,0,30,-30,-42.4,14.13
00941,中信上游半導體,0,27,-27,-66.3,24.56
,富邦臺灣加權正2,0,26,-26,-699.3,268.95
7821,神數,0,25,-25,-109.6,43.84
6488,環球晶,0,24,-24,-1675.4,701.0
2312,金寶,1,22,-21,-63.3,30.12
4961,天鈺,1,21,-20,-359.1,175.9
4157,太景*-KY,0,20,-20,-18.3,9.14
,台新美A公司債20+,0,20,-20,-28.2,14.1
3231,緯創,3,22,-19,-275.1,141.03
,元大台灣50正2,17,37,-20,-59.9,31.17
5243,乙盛-KY,1,19,-18,-199.9,111.06
2409,友達,90,107,-17,-34.5,19.88
0050,元大台灣50,7,25,-18,-164.6,95.24
2355,敬鵬,6,23,-17,-106.4,62.58
8906,花王,0,16,-16,-41.0,25.6
3031,佰鴻,0,15,-15,-49.5,33.0
